报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),90386,55085,17840,120045,70061,41976,15567,131707,136920,127040,146088,
营业收入(万元),90386,55085,17840,120045,70061,41976,15567,131707,136920,127040,146088,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),83879,51624,17178,107470,64382,38607,15049,117829,119702,112121,126248,
营业成本(万元),44033,27743,7852,54428,30444,17500,6416,63345,59769,56086,66888,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),927,577,122,1483,638,374,103,1317,952,741,918,
销售费用(万元),30143,16882,7420,36193,23380,13910,6536,37216,45438,43480,45368,
管理费用(万元),6693,4364,2001,9497,6786,4506,2059,10026,9863,9536,9351,
财务费用(万元),748,650,351,794,700,421,277,1013,1226,1594,704,
资产减值损失(万元),1336,1407,-568,5074,2433,1897,-342,4913,2454,684,3019,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),236,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6742,3461,662,12575,5679,3368,518,13879,17217,14919,19840,
营业外收入(万元),812,359,359,510,370,141,0,1196,402,1561,87,
营业外支出(万元),40,36,23,147,103,83,22,130,52,201,28,
非流动资产处置损失(万元),--,--,3,--,--,--,2,--,--,--,--,
利润总额(万元),7514,3784,997,12939,5946,3427,496,14944,17568,16279,19899,
所得税费用(万元),1135,577,93,1618,899,547,6,1911,2294,2090,2748,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6379,3207,904,11321,5046,2880,490,13033,15273,14189,17151,
归属于母公司所有者的净利润(万元),6379,3207,904,11321,5046,2880,490,13033,15273,14189,17151,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.22,0.12,0.04,0.46,0.2,0.12,0.02,0.52,0.62,0.58,0.74,
稀释每股收益,0.22,0.12,0.04,0.46,0.2,0.12,0.02,0.52,0.62,0.58,0.74,
