报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),323021,1097059,842321,506524,257111,842940,655820,395342,208873,809367,632467,395300,201844,732761,557569,343617,173776,656344,507569,563172,446306,
营业收入(万元),323021,1097059,842321,506524,257111,842940,655820,395342,208873,809367,632467,395300,201844,732761,557569,343617,173776,656344,507569,563172,446306,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),289963,1039420,771376,497814,245899,804956,569991,353140,174202,707269,519112,339182,170563,670640,499460,324143,161502,610879,447944,531275,431681,
营业成本(万元),273152,963828,711524,460035,225031,735040,519494,321829,157597,646641,473201,310883,154527,624482,467319,302429,150118,571194,418589,491740,390047,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),403,1434,832,517,58,668,610,509,320,2407,1974,1256,739,1524,1196,538,277,1360,1135,2281,14719,
销售费用(万元),7059,29842,22838,14733,7103,25778,17384,10384,5090,23315,14393,9482,4103,18446,11761,7669,3613,15279,10649,11899,7997,
管理费用(万元),5736,25140,17427,11230,5055,18835,13744,9064,4366,19459,13791,9224,4543,16347,10864,7088,3681,14944,10835,14024,12987,
财务费用(万元),3613,19177,18755,11300,8653,24635,18759,11353,6829,15448,15752,8337,6650,9841,8320,6417,3814,8103,6736,11330,5931,
资产减值损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公允价值变动收益(万元),76,-1235,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
