报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
营业总收入(万元),11461900,7338500,3533200,13997500,10304000,6810700,3454600,15706000,11865800,8087000,4091700,15434800,11235400,7225800,3420700,12489800,9085000,5940800,2860200,10928700,8030400,5346400,2509600,8761900,6352200,4122100,1923200,5987000,4108700,2624600,1165347,4345591,3179338,2035846,962505,3167905,2195633,1392258,672333,2971498,2226832,1501675,733878,2205541,1598286,1003595,464663,1364958,605379,973659,741795,565527,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
利息收入(万元),20361800,13528300,6711300,25264400,18785800,12187200,5946300,23627900,17666600,12077600,6037100,25597200,19150300,12369400,6084000,21941400,16294900,10862300,5362000,18960200,13813300,8951500,4281900,15575500,11500800,7654000,3801700,10844700,7518000,4601800,2282160,7097561,5041137,3162555,1458602,5003880,3644301,2365431,1171788,5252486,3975938,2576062,1221307,4019765,2845497,1748865,799763,2495387,1101849,1724635,1240167,951093,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
手续费及佣金收入(万元),3405100,2201100,990800,4202700,2975600,1973100,959900,3868200,2738000,1786100,795500,3359200,2451600,1556500,687800,2841200,2059300,1353500,660300,2473600,1755000,1125300,492300,1568100,1042800,655200,278200,941800,629100,404800,172743,522895,370839,231630,107158,348217,229404,147291,56746,292457,215503,152412,68282,182916,106565,60100,25363,60756,21976,31607,23455,14996,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
其他业务收入(万元),42300,26900,38300,118100,53000,33100,33800,21400,11000,4800,27500,31400,22600,21000,19300,7000,6000,4300,1400,5600,4500,3200,1500,4700,3100,1600,800,3300,1600,1000,469,4044,3316,1904,874,4014,2311,1458,702,4661,5323,3260,2368,9824,7357,5823,3179,5543,10729,12773,-8376,3306,
营业总成本(万元),5762600,3528400,1512900,7516200,4879600,3136600,1473100,9367800,6558600,4525700,2074500,9153800,6023000,3680900,1507700,6470800,4138400,2616300,1108100,5520900,3664200,2482300,1057100,4155100,2854800,1860200,827200,2633800,1643900,1025200,486975,1955916,1426296,915535,434954,1446227,968062,594904,302008,1574479,1061540,700114,348083,1120685,809250,495142,254537,864522,379390,620833,460981,359066,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
利息支出(万元),13329900,8968400,4519100,16419300,12037500,7786900,3772400,12396000,9211900,6189800,3079000,13613800,10349500,6857400,3386400,12385400,9299500,6358700,3238500,10375700,7502200,4725400,2286400,8356200,6204100,4193200,2163100,5771300,4017300,2385700,1303656,3294383,2297603,1403287,615403,2283707,1715666,1157376,577750,2633241,1995015,1261343,584805,1935166,1354524,813608,367845,1170290,507661,794089,510556,401220,
手续费及佣金支出(万元),287600,189400,76700,328800,225300,142100,70900,213000,127600,72200,28200,140200,103700,64300,29500,137100,92800,58700,29100,97400,68800,43300,19200,73400,51200,33400,15900,57300,38400,25600,11140,42779,28257,18354,8632,36618,30348,17965,6974,30073,20988,14364,6492,31130,17498,10911,4258,17480,3920,7884,4149,2648,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,--,0,--,--,
其他业务成本(万元),36500,24300,10200,55000,32000,26000,6800,33400,24300,12500,7300,47400,38000,28400,22100,24800,19700,13700,6500,43300,32900,28800,10600,54400,24500,16300,8400,34700,25100,16800,7968,29479,21958,14335,7300,14911,10375,6722,3370,2331,5287,3286,1640,5167,2778,1665,403,0,0,0,0,0,
营业税金及附加(万元),103600,69700,35800,97500,60900,62400,26000,566700,529200,488500,332700,1295500,942800,596400,274800,910500,659200,432000,214000,783100,558200,349100,157300,574800,407100,262900,127800,429100,303800,188000,86517,291466,209542,135578,62569,232114,168293,107137,44622,195651,143740,95901,46087,147115,102876,64728,29890,98054,43110,73964,55089,40569,
