报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),488,2222,1748,1162,572,2223,1703,1084,490,2359,751,539,97,1381,1121,814,102,1076,1289,636,135,827,626,425,163,686,627,289,163,864,619,252,93,641,488,368,98,545,354,220,137,598,470,331,44,526,267,103,44,923,312,165,46,
销售费用(万元),964,4123,2845,1884,908,4278,2580,1806,1177,3837,2574,1739,860,5517,2603,1543,765,5383,2842,1950,882,4398,3286,2150,690,2960,2074,1474,585,3554,2160,1451,701,4222,2705,1894,964,3986,2270,1283,535,3148,2376,1679,858,1979,1508,946,588,2219,1489,945,475,
管理费用(万元),2337,13197,8393,6655,3064,12286,9444,6352,3377,12984,10548,8092,4283,15836,10999,7463,3738,13382,10621,6817,3380,14312,10315,6695,3496,13285,10256,6914,3428,14674,10675,6903,3403,13508,9901,6238,3251,11862,8354,5209,2345,11642,8088,5269,2578,9890,6021,3778,2008,7259,5094,3192,1603,
财务费用(万元),1946,4740,3512,2481,1569,5624,4415,2989,1453,4549,3465,2193,960,2872,1845,1205,699,2970,2233,2023,769,4490,3417,2220,973,5151,4039,2751,1212,5981,4438,2825,1232,4986,3616,2220,1080,4088,2922,1960,805,5231,3926,2472,1175,4815,3453,2200,1050,3476,2482,1571,764,
资产减值损失(万元),-134,677,-279,-245,101,634,32,-17,65,837,-387,-43,-58,460,-142,-90,79,1333,-61,-231,-312,1654,11,38,-19,428,217,235,140,884,172,41,-21,1716,956,762,101,1706,1044,1014,-45,3575,25,78,49,675,89,117,88,1,-185,-230,-250,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-25,-25,21,25,25,47,48,42,-100,-28,-22,-17,35,56,44,25,33,6,6,6,
投资收益(万元),130,542,193,65,85,477,180,180,84,269,138,66,--,403,334,334,228,436,0,0,--,2967,444,445,--,458,455,455,--,635,516,547,--,420,596,100,0,1300,1713,1713,-48,193,-24,-9,-9,1787,1976,828,0,-4,-8,-5,-3,
对联营企业和合营企业的投资收益(万元),130,542,193,65,--,307,--,--,--,-4,--,--,--,-11,--,--,--,-2,--,--,--,-4,--,--,--,4,--,--,--,-3,--,--,--,-189,--,--,0,-223,--,--,--,14,--,--,--,-210,--,--,0,-63,--,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1716,11654,9077,5700,2368,10337,6635,4044,1221,3052,3108,2081,789,3199,2504,1731,523,2230,2034,1149,569,4020,3950,2531,1204,1858,2004,1938,812,6860,8543,5042,1344,10402,8972,5652,2471,1116,-1702,-3127,-3759,6812,8978,5447,2294,18777,13188,6965,3017,14723,9799,5863,2565,
营业外收入(万元),0,305,212,164,94,157,46,23,308,1285,779,484,297,1202,651,463,351,1428,1084,948,719,717,863,375,212,2300,514,282,169,5438,335,239,118,144,126,35,31,2969,1584,58,48,548,439,284,22,192,35,5,5,55,30,21,0,
营业外支出(万元),1,3,3,3,1,68,21,6,2,77,15,7,7,98,6,3,2,33,24,1,0,42,15,3,2,36,21,12,0,323,257,50,35,652,418,110,17,508,494,482,11,92,84,68,15,66,65,16,13,35,-18,-28,0,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,37,--,--,--,91,--,--,--,24,--,--,--,35,--,--,--,14,--,--,--,220,--,--,--,415,--,--,0,472,--,--,--,22,--,--,--,51,--,--,0,11,--,--,0,
利润总额(万元),1716,11956,9286,5861,2461,10426,6659,4061,1527,4261,3872,2559,1079,4303,3149,2191,873,3625,3094,2096,1287,4696,4798,2903,1414,4122,2497,2208,980,11975,8621,5230,1427,9894,8680,5577,2484,3578,-611,-3550,-3722,7268,9333,5663,2300,18903,13158,6955,3009,14743,9846,5911,2565,
所得税费用(万元),258,1256,1355,786,298,950,1102,655,294,583,460,306,402,540,809,731,388,897,1057,660,390,1018,1089,615,229,692,646,559,256,1690,1340,865,308,1327,1423,1007,375,755,586,331,13,1612,1770,1140,428,2720,1708,951,458,2031,1325,964,431,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),1458,10701,7931,5075,2163,9476,5558,3406,1233,3678,3412,2253,677,3763,2340,1460,485,2728,2037,1436,898,3678,3709,2288,1185,3430,1851,1648,724,10285,7281,4366,1119,8568,7257,4570,2109,2823,-1197,-3881,-3735,5656,7562,4523,1873,16184,11451,6004,2550,12712,8522,4946,2134,
归属于母公司所有者的净利润(万元),1571,10601,7814,5035,2170,9485,5562,3419,1261,4062,3796,2590,871,4301,2800,1925,774,3567,2682,1875,1249,4398,4237,2619,1218,4292,2382,1857,722,10174,7075,4209,1077,8249,7023,4324,1903,2604,-1239,-3762,-3527,5585,7411,4347,1811,15818,11211,5949,2537,12057,8299,4920,2123,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-113,100,117,40,-7,-9,-5,-13,-28,-384,-383,-337,-193,-538,-459,-465,-290,-838,-645,-438,-351,-720,-529,-331,-34,-862,-531,-209,2,111,206,157,42,319,234,245,206,219,41,-119,-208,71,151,176,62,365,240,55,14,654,222,27,11,
基本每股收益,0.02,0.14,0.1,0.07,0.03,0.13,0.08,0.05,0.02,0.06,0.05,0.04,0.01,0.06,0.04,0.03,0.01,0.05,0.04,0.03,0.02,0.06,0.06,0.04,0.02,0.06,0.04,0.03,0.01,0.15,0.1,0.06,0.02,0.16,0.13,0.08,0.04,0.05,-0.02,-0.07,-0.07,0.11,0.14,0.08,0.07,0.67,0.48,0.25,0.11,0.51,0.35,0.21,0.09,
稀释每股收益,0.02,0.14,0.1,0.07,0.03,0.13,0.08,0.05,0.02,0.06,0.05,0.04,0.01,0.06,0.04,0.03,0.01,0.05,0.04,0.03,0.02,0.06,0.06,0.04,0.02,0.06,0.04,0.03,0.01,0.15,0.1,0.06,0.02,0.16,0.13,0.08,0.04,0.05,-0.02,-0.07,-0.07,0.11,0.14,0.08,0.07,0.67,0.48,0.25,0.11,0.51,0.35,0.21,0.09,
