报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),2501722,1610273,701805,3292825,2530525,1595134,802989,3892803,2045772,1333734,559516,3706354,3091197,1773685,799149,3355116,2220342,1592934,791780,3049112,2286974,1532907,758335,3605180,2703695,1624815,643871,3314369,2192525,1270609,382776,2164739,1658172,1142855,495222,1871210,1190840,691866,318740,1450290,1197120,871527,465681,1124957,684764,287111,149508,540978,377843,245743,130676,
营业收入(万元),2501722,1610273,701805,3292825,2530525,1595134,802989,3892803,2045772,1333734,559516,3706354,3091197,1773685,799149,3355116,2220342,1592934,791780,3049112,2286974,1532907,758335,3605180,2703695,1624815,643871,3314369,2192525,1270609,382776,2164739,1658172,1142855,495222,1871210,1190840,691866,318740,1450290,1197120,871527,465681,1120894,684764,287111,149508,538466,377843,245743,130676,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,4062,--,0,--,2512,0,0,--,
营业总成本(万元),2465681,1585476,689754,3225619,2458617,1543882,781232,3832771,1979185,1299728,548312,3686279,3066775,1756218,790811,3312556,2138217,1536851,767469,2960922,2156729,1424856,692944,3324636,2490553,1480032,573083,3007919,1949408,1131778,327913,1968204,1502596,1047676,459348,1768606,1139965,660218,309075,1364709,1116152,813420,435342,1065155,618039,258374,136295,499210,319337,221492,121986,
营业成本(万元),2260916,1449853,623870,2916665,2266091,1412366,714513,3561366,1793400,1175575,487180,3452213,2915232,1655772,743191,3065006,1998449,1447472,728781,2756133,2025609,1339701,652137,3131595,2356973,1395170,535862,2837564,1843251,1070797,300038,1842188,1421899,995694,435238,1668995,1080800,625252,292807,1283900,1057011,778276,418912,1030946,--,242087,127926,468037,0,206116,114961,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
研发费用(万元),12582,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
营业税金及附加(万元),21298,14512,6897,28929,20032,13039,6175,23761,10946,5563,2606,10196,7412,4895,2195,10559,7451,4804,2115,7740,5426,3677,1650,7126,5099,3217,1497,6596,5193,3125,1260,4544,3435,1936,883,3088,1878,1050,445,3372,2363,1566,616,1705,1221,847,434,1101,812,544,187,
销售费用(万元),8926,5721,1912,9055,8429,6870,4123,8590,5745,3693,2138,5846,4330,2824,1267,5614,4016,2554,1376,5641,3825,2689,1403,6240,4200,2525,1123,5649,3870,2483,1162,4925,3530,2373,916,6274,4943,3401,1588,4760,3260,2324,1054,3494,2405,1207,624,2878,1900,1133,571,
管理费用(万元),113997,85738,39145,175462,122497,78458,38075,163103,119530,80627,39195,168272,112751,74360,34689,158600,109504,71281,32729,155600,111005,71337,34088,151717,106813,68152,31215,132989,82074,46243,21265,95929,62351,39951,18220,77728,47546,27433,13397,64763,43788,27678,13341,27255,19264,12937,6439,24805,17504,11558,5891,
财务费用(万元),48259,31624,17922,62953,42818,30126,15878,69224,48740,33932,17183,38680,27723,19340,9711,27272,18763,10703,4688,17090,10957,7506,3906,21472,17205,10830,4510,22429,14578,9050,4194,17952,11563,7877,4019,10196,4877,3140,887,6668,4627,2870,1419,1447,1519,838,406,1656,1241,797,375,
资产减值损失(万元),-298,-1970,8,32555,-1249,3023,2467,6727,824,338,10,11072,-673,-973,-242,45506,35,37,-2221,18718,-92,-55,-239,6487,263,137,-1125,2692,441,80,-6,2665,-182,-156,73,2325,-78,-57,-50,1246,5104,707,-0,309,458,458,467,734,1366,1344,--,
公允价值变动收益(万元),9112,8951,3703,-7697,-10964,-8459,-2597,8489,--,-12,--,-1697,--,--,--,935,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
投资收益(万元),5906,3656,721,9878,4787,3284,1075,3761,3153,1907,1313,4311,17,-461,56,4,181,152,117,918,945,532,180,625,881,686,273,6778,6638,5400,1282,4352,1124,1417,816,924,559,373,294,31,-48,181,91,2269,-38,0,0,-176,-560,-374,-192,
对联营企业和合营企业的投资收益(万元),4827,3273,1191,7052,4778,3275,1075,3755,3147,1900,1287,983,-2,-480,37,186,176,148,119,432,715,532,180,604,834,577,273,2450,2191,1796,1282,1479,1634,1415,--,785,--,--,--,0,--,--,--,--,--,0,0,--,0,-34,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
营业利润(万元),52434,38273,16840,69533,65885,46077,20236,72283,69741,35901,12517,22690,24439,17005,8395,43499,82305,56235,24429,89108,131189,108583,65570,281169,214023,145469,71061,313228,249756,144231,56145,200887,156700,96597,36690,103527,51434,32020,9960,85613,80920,58288,30430,62071,41819,28737,13213,41592,35123,23877,8499,
营业外收入(万元),6759,5071,1654,10597,3977,2180,768,6580,3337,2014,880,7399,3806,2263,1070,10482,6160,4554,1666,14355,5628,4024,2335,15662,5998,4154,1451,20352,5401,2971,1903,18909,2617,1698,935,6086,1527,732,316,9041,677,129,497,991,957,934,3,389,383,374,0,
营业外支出(万元),10723,6666,2727,10803,7428,4815,2612,4621,2109,1455,773,4428,3226,2643,868,4897,2420,1627,857,7206,2770,2016,629,8593,5815,2058,805,5167,2228,1053,646,4527,3977,2711,758,6718,2644,1684,715,5980,4632,594,140,1012,493,427,130,967,479,361,111,
非流动资产处置损失(万元),--,579,88,616,346,215,200,926,97,78,63,533,237,67,57,981,27,63,8,710,122,86,4,1216,134,348,4,1484,69,79,12,1461,17,109,9,1921,11,10,5,1295,2582,36,0,756,--,355,97,477,0,266,--,
利润总额(万元),48470,36678,15767,69327,62434,43442,18393,74243,70969,36459,12624,25661,25019,16625,8597,49083,86044,59162,25238,96257,134047,110591,67277,288238,214206,147565,71707,328412,252928,146148,57402,215269,155341,95585,36867,102895,50316,31068,9561,88674,76966,57823,30787,62050,42284,29244,13087,41014,35027,23890,8388,
所得税费用(万元),16837,10623,4488,15027,14619,9810,4678,26612,17111,9957,3271,10972,8648,6099,4369,19907,27796,18784,7371,28406,39193,31248,17142,79500,57457,38121,17716,83823,60903,36270,14215,54499,40003,24356,8073,28007,13689,8922,3035,20236,18349,13374,6807,20287,13216,9144,4200,13371,11366,7821,2659,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,0,0,--,
净利润(万元),31633,26055,11279,54300,47816,33632,13714,47630,53859,26501,9353,14689,16371,10526,4228,29176,58248,40378,17867,67851,94854,79344,50135,208738,156749,109444,53991,244589,192025,109879,43186,160770,115338,71228,28794,74888,36627,22146,6526,68438,58616,44448,23980,41763,29068,20101,8887,27643,23661,16069,5729,
归属于母公司所有者的净利润(万元),19178,12453,5786,29127,30413,21239,8811,36237,40851,19407,6035,8638,8217,5171,1794,8434,39307,28329,13043,43107,68844,57959,38526,155744,117773,82441,41211,181665,142244,79623,30978,112483,78147,48745,19222,52143,25981,16269,5764,47896,39562,30214,15822,25653,18018,12305,5519,16177,14441,10211,3663,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-476,--,--,--,--,--,--,--,--,0,--,--,
少数股东损益(万元),12455,13602,5493,25173,17403,12393,4903,11393,13007,7094,3318,6051,8154,5355,2434,20742,18941,12049,4824,24743,26009,21384,11609,52993,38976,27003,12780,62924,49781,30255,12209,48286,37191,22483,9572,22745,10646,5877,762,20542,19055,14234,8158,16109,11050,7796,3368,11466,9221,5859,2066,
基本每股收益,0.06,0.04,0.02,0.08,0.09,0.06,0.03,0.11,0.12,0.06,0.02,0.03,0.03,0.02,0.01,0.03,0.13,0.1,0.04,0.15,0.23,0.2,0.13,0.53,0.4,0.42,0.21,0.96,0.72,0.43,0.22,0.79,0.55,0.62,0.24,0.66,0.33,0.21,0.16,1.35,1.12,0.86,0.44,0.92,0.64,0.43,0.2,0.58,0.52,0.36,0.13,
稀释每股收益,0.06,0.04,0.02,0.08,0.09,0.06,0.03,0.11,0.12,0.06,0.02,0.03,0.03,0.02,0.01,0.03,0.13,0.1,0.04,0.15,0.23,0.2,0.13,0.53,0.4,0.42,0.21,0.96,0.72,0.43,0.22,0.79,0.55,0.62,0.24,0.66,0.33,0.21,0.16,1.35,1.12,0.86,0.44,0.92,0.64,0.43,0.2,0.58,0.52,0.36,0.13,
