报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),141446,103693,155827,105682,74549,23121,140298,87511,72382,32342,153002,92695,67123,29523,194348,76075,55374,23521,101717,72606,45831,18390,76717,64189,39232,17870,99397,71838,54956,25597,219880,134572,51292,24001,104396,71365,53407,22146,83199,70153,57930,35281,76483,43996,11140,2596,57670,13528,8024,2288,
营业收入(万元),141446,103693,155827,105682,74549,23121,140298,87511,72382,32342,153002,92695,67123,29523,194348,76075,55374,23521,101717,72606,45831,18390,76717,64189,39232,17870,99397,71838,54956,25597,219880,134572,51292,24001,104396,71365,53407,22146,83199,70153,57930,35281,76483,43996,11140,2596,57670,13528,8024,2288,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,--,
营业总成本(万元),114430,85875,125719,87524,61607,18704,127851,78584,65088,29840,141593,84067,59520,26318,157043,65599,46901,20085,93826,61323,37863,15356,67575,54599,31599,14550,82911,58072,43151,19657,163075,98356,34718,18255,80137,52000,38668,16483,65935,54626,46035,28001,61441,38774,15061,4739,53943,20874,12869,5553,
营业成本(万元),94062,73228,97022,65435,44335,13814,108867,65530,54297,25279,113600,68285,47900,20956,130764,51374,36828,15226,71329,47410,29762,11742,50046,42197,23655,10351,60207,41662,31104,13687,121530,69871,23614,12764,62646,39999,30893,12943,52969,45901,39258,23657,48121,28509,9886,2558,42720,14533,9136,3363,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,0,--,--,
营业税金及附加(万元),10858,8105,15103,13391,12271,2649,9223,6447,5987,2848,15497,8770,6834,2947,13258,6363,4784,2067,12480,7262,4117,1465,6432,5203,3220,1482,9255,6676,5083,2566,15327,6356,4435,1754,9085,6536,4181,1892,5847,4928,4002,2407,4162,1940,44,0,2509,59,21,--,
销售费用(万元),4275,1930,4461,2987,1237,568,2884,2304,1536,511,3006,2154,1602,775,4175,2696,1604,793,2627,1702,1096,440,2425,1525,1051,479,2953,2229,1359,712,3583,2672,1826,799,2916,2102,1306,459,1361,758,456,249,2700,2256,946,267,2290,1137,638,160,
