报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2013-03-31,2012-12-31,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),27033,17205,7530,34865,26651,17269,8341,30203,24351,29147,23200,4076,17549,6997,3171,17107,13193,9049,18375,14525,11919,11984,10310,
营业收入(万元),27033,17205,7530,34865,26651,17269,8341,30203,24351,29147,23200,4076,17549,6997,3171,17107,13193,9049,18375,14525,11919,11984,10310,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),24093,15741,7115,30246,22699,14831,6885,26904,21128,26614,22078,3901,17891,7426,3187,16837,12128,8084,14854,12634,10542,9785,8574,
营业成本(万元),14607,9487,3881,18237,14102,9416,4278,15739,12842,16338,12696,1965,9062,3604,1396,8693,6864,4730,8612,7255,6546,5865,5561,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),235,149,52,331,247,149,80,285,220,249,209,--,151,53,--,98,--,44,78,76,54,63,52,
销售费用(万元),1767,1183,635,2463,1726,1090,495,2321,1571,2201,1646,347,1473,553,279,1349,896,548,919,793,544,541,453,
管理费用(万元),7009,4641,2255,8747,5860,3675,1708,8116,5893,7151,6623,1446,6584,2953,1402,6363,4102,2678,4944,4286,3249,2924,2385,
财务费用(万元),-44,-98,72,383,328,175,79,395,321,709,738,143,466,191,110,366,266,84,198,146,147,150,60,
资产减值损失(万元),519,380,219,85,435,325,245,48,282,-34,167,--,154,73,--,-32,--,--,103,77,2,243,63,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资收益(万元),79,0,0,38,34,20,16,55,53,4,--,--,--,--,--,--,--,--,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业利润(万元),3019,1464,414,4657,3986,2458,1472,3354,3276,2537,1122,128,-342,-356,-44,270,996,965,3521,1891,1377,2200,1736,
营业外收入(万元),291,208,115,188,106,51,7,104,51,150,470,--,424,147,--,201,996,28,149,174,14,0,36,
营业外支出(万元),6,6,6,4,3,2,0,47,12,52,53,--,11,10,--,2,--,1,16,12,16,6,0,
非流动资产处置损失(万元),--,6,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
利润总额(万元),3304,1666,524,4841,4089,2507,1479,3411,3315,2635,1539,128,71,-292,-52,470,1029,992,3654,2054,1375,2194,1772,
所得税费用(万元),277,127,47,432,344,207,140,34,111,5,-24,--,-23,56,56,56,216,172,443,93,53,167,118,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
净利润(万元),3027,1539,477,4410,3745,2301,1339,3377,3204,2630,1563,128,94,-349,-108,415,813,819,3212,1961,1321,2027,1654,
归属于母公司所有者的净利润(万元),3027,1539,477,4410,3745,2301,1339,3377,3204,2630,1563,128,94,-349,-108,415,813,819,3212,1961,1373,1934,1588,
被合并方在合并前实现净利润(万元),--,--,--,297,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,-51,92,66,
基本每股收益,0.26,0.13,0.04,0.51,0.43,0.27,0.15,0.39,0.37,0.38,0.24,--,--,--,--,0.07,--,--,0.55,0.39,0,0,0,
稀释每股收益,0.26,0.13,0.04,0.51,0.43,0.27,0.15,0.39,0.37,0.38,0.24,--,--,--,--,0.07,--,--,0.55,0.36,0,0,0,
