报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),382826,1234502,781760,377041,18073,120121,87198,59009,22317,67636,47006,27355,12269,32250,23044,13968,3972,21581,10638,5854,2748,25482,14023,9027,4489,36923,23153,15458,5251,25009,15705,9863,3951,17838,9073,5563,13875,14161,13792,
营业收入(万元),382826,1234502,781760,377041,18073,120121,87198,59009,22317,67636,47006,27355,12269,32250,23044,13968,3972,21581,10638,5854,2748,25482,14023,9027,4489,36923,23153,15458,5251,25009,15705,9863,3951,17838,9073,5563,13875,14161,13792,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业总成本(万元),391919,1257395,788840,381233,20259,96433,59330,36979,10001,29038,23229,10829,5214,12885,23859,15039,4718,24449,13157,7200,3345,24673,12846,8022,4013,32156,20781,14051,4565,21480,13814,8532,3340,13623,6878,4278,9954,11100,10464,
营业成本(万元),322342,1027627,645267,301899,8211,63965,41874,25457,6714,19273,16969,7645,3820,6397,18389,11133,3081,17470,8743,4470,2076,16860,8602,5237,2552,25848,16321,11183,3130,16932,11007,6933,2623,10956,4960,3023,6789,8417,8646,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业税金及附加(万元),414,1961,1466,957,106,277,186,106,37,154,249,97,40,120,30,43,1,107,63,58,64,347,285,179,90,451,212,102,32,388,163,91,38,309,190,131,406,245,155,
销售费用(万元),41777,131580,81659,41532,2050,12127,7886,5770,1218,2521,1773,837,349,2299,276,246,72,554,238,164,63,522,279,205,104,685,485,350,142,564,329,191,90,263,107,70,174,214,182,
管理费用(万元),19278,65265,44376,25970,6018,16681,9991,6482,2125,5964,3677,2095,1084,3730,4961,3236,1598,6189,4276,2721,1299,5175,3907,2597,1321,5633,3997,2528,1288,3970,2666,1625,820,2170,1666,1077,2601,2363,1365,
财务费用(万元),7827,21275,13716,8865,3527,-165,-647,-684,-75,155,-116,-133,-222,398,-88,-74,-29,-488,-371,-270,-126,-557,-422,-388,-208,-419,-308,-238,-154,-537,-496,-388,-272,-133,-106,-84,-51,-38,-1,
资产减值损失(万元),281,9688,2356,2010,347,3547,40,-153,-17,971,677,288,144,-59,290,455,-5,618,208,57,-31,2326,195,192,154,-43,73,127,127,163,144,80,40,59,60,60,34,-100,116,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资收益(万元),23003,34132,14431,11855,11165,16812,3402,1111,-367,-904,-179,220,--,--,206,151,--,-122,150,150,--,--,--,--,--,--,-58,-27,-12,648,--,--,--,--,--,0,--,58,-216,
对联营企业和合营企业的投资收益(万元),2347,--,1416,-131,-29,426,467,-780,-876,-1190,-465,-77,--,--,--,-199,--,-272,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,58,--,
汇兑收益(万元),--,-238,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
营业利润(万元),13833,11143,7464,7769,8979,40500,31269,23141,11950,37694,23599,16746,7055,19365,-608,-919,-747,-2991,-2369,-1197,-597,809,1177,1005,476,4767,2314,1380,673,4177,1891,1331,611,4214,2195,1285,3922,3119,3112,
营业外收入(万元),161,1550,1479,392,46,281,257,206,98,210,165,10,--,5,246,204,174,716,290,191,114,424,352,264,148,359,207,77,48,486,522,131,67,230,55,33,115,371,224,
营业外支出(万元),10,1779,1755,1198,--,509,101,1,0,0,0,--,--,0,32,20,11,1870,17,6,3,35,25,15,5,42,30,18,5,23,13,9,3,17,10,6,36,35,15,
非流动资产处置损失(万元),--,--,77,46,--,16,--,--,--,--,--,--,--,--,--,8,--,1843,--,--,--,4,--,--,--,7,--,--,--,--,--,--,--,1,--,0,8,0,1,
利润总额(万元),13984,10915,7188,6963,9025,40272,31425,23346,12048,37903,23764,16756,7055,19370,-394,-735,-584,-4144,-2096,-1012,-485,1198,1504,1254,619,5083,2491,1438,716,4640,2400,1453,674,4427,2241,1312,4000,3455,3320,
所得税费用(万元),3129,4977,3870,3626,2292,4801,4553,3164,1837,5793,3494,2567,1079,2832,-304,-441,-153,-4,5,26,--,755,391,273,146,792,415,220,158,585,476,270,141,563,337,175,388,237,660,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
净利润(万元),10855,5938,3317,3337,6732,35471,26873,20182,10211,32110,20269,14189,5976,16538,-89,-294,-430,-4140,-2101,-1038,-485,443,1113,981,473,4291,2076,1218,557,4055,1924,1183,533,3864,1904,1138,3612,3217,2660,
归属于母公司所有者的净利润(万元),10386,6523,3333,3145,7108,35363,26265,19387,9727,31597,20020,14004,5976,16538,-89,-294,-430,-4140,-2101,-1038,-485,443,1113,981,473,4280,2131,1177,483,4086,1971,1209,545,3880,1908,1138,3612,3217,2420,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1038,--,0,0,1531,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),469,-585,-15,192,-375,108,608,795,484,514,249,185,--,--,0,--,--,0,--,--,--,--,--,--,0,11,-55,41,74,-31,-47,-26,-12,-17,-4,0,--,--,240,
基本每股收益,0.05,0.03,0.02,0.01,0.03,0.17,0.12,0.09,0.05,0.45,0.28,0.2,0.21,1.22,-0.01,-0.03,-0.04,-0.39,-0.2,-0.1,-0.05,0.04,0.1,0.09,0.04,0.4,0.2,0.11,0.05,0.38,0.18,0.11,0.1,0.87,0.44,0.28,0.9,0.8,0.89,
稀释每股收益,0.05,0.03,0.02,0.01,0.03,0.17,0.12,0.09,0.05,0.45,0.28,0.2,0.21,1.22,-0.01,-0.03,-0.04,-0.39,-0.2,-0.1,-0.05,0.04,0.1,0.09,0.04,0.4,0.2,0.11,0.05,0.38,0.18,0.11,0.1,0.87,0.44,0.28,0.9,0.8,0.89,
