报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),19684,185383,105149,48752,8495,179141,76521,26129,7248,140104,51523,10299,1539,56091,45821,8944,1480,57235,43196,7675,1234,41053,32743,6354,1111,37747,30838,5951,923,25318,22500,12666,11316,9760,4696,
营业收入(万元),19684,185383,105149,48752,8495,179141,76521,26129,7248,140104,51523,10299,1539,56091,45821,8944,1480,57235,43196,7675,1234,41053,32743,6354,1111,37747,30838,5951,923,25318,22500,12666,11316,9760,4696,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业总成本(万元),21175,138428,78112,39745,9397,153140,66499,25571,8126,106892,42490,8620,1567,43932,37100,7290,1437,46747,35128,6218,1259,33000,25951,5372,1170,30257,23942,5170,1020,20632,18216,10662,9550,8777,4062,
营业成本(万元),14484,105226,60712,28666,5783,119563,48865,16359,4196,87580,33946,6658,937,34954,28201,5004,1081,38230,27871,4564,842,26370,20801,3968,748,23605,18683,3511,620,15962,14279,7973,7447,6834,2974,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业税金及附加(万元),278,2189,1064,643,225,1898,316,15,12,187,82,24,11,84,73,19,28,75,66,21,21,82,60,26,15,101,64,39,8,43,40,26,18,23,16,
销售费用(万元),419,4086,2348,1226,401,5368,3157,1172,439,6434,3989,790,306,3876,5040,1206,147,5005,4852,1153,504,4099,3333,788,227,3641,2921,693,115,2367,2092,1295,1071,862,511,
管理费用(万元),4108,18701,12725,7550,2926,18909,10291,6271,2781,9555,4030,1763,807,4828,3586,1936,795,4237,3104,1426,597,3326,2426,1195,634,3177,2311,1115,386,2048,1483,1326,883,947,509,
财务费用(万元),2507,1787,-358,2247,1107,3649,2709,1968,832,1091,-314,-264,-168,-1021,-715,-561,-365,-981,-873,-484,-400,-1392,-1236,-513,-313,-939,-690,-215,-35,87,53,33,23,-10,7,
资产减值损失(万元),-620,6440,1621,-588,-1045,3753,1159,-215,-133,2046,757,-350,-327,1210,914,-313,-249,182,108,-463,-305,515,567,-91,-140,671,653,27,-74,125,269,10,108,122,46,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资收益(万元),--,-246,-119,-84,-97,81,5,-40,37,192,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-4,-9,-9,-0,-9,-3,20,23,8,-6,
对联营企业和合营企业的投资收益(万元),--,-246,--,-84,-97,81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
营业利润(万元),-1491,47808,29020,10430,-999,26082,10027,519,-841,33404,9033,1679,-27,12159,8721,1654,43,10488,8068,1457,-25,8052,6791,982,-59,7487,6887,772,-97,4678,4281,2024,1788,991,627,
营业外收入(万元),7587,124,146,8,1138,3368,2330,1526,783,1664,673,394,169,803,495,262,119,925,589,373,170,900,559,366,194,1215,693,522,199,722,532,437,325,407,432,
营业外支出(万元),15,282,139,114,12,352,100,23,2,169,15,4,--,97,3,3,3,16,6,3,3,23,22,21,0,18,--,--,--,26,25,33,23,66,33,
非流动资产处置损失(万元),--,--,11,11,11,224,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,0,0,0,0,0,
利润总额(万元),6081,47649,29028,10324,127,29098,12258,2021,-60,34899,9691,2069,141,12866,9213,1913,159,11397,8651,1826,142,8929,7328,1328,135,8684,7580,1294,102,5374,4788,2428,2090,1332,1026,
所得税费用(万元),1164,8322,4043,1560,204,4589,1797,346,-211,4857,1213,369,24,1661,1115,300,38,1221,958,426,34,923,847,147,37,764,1518,261,26,207,234,61,7,-1,4,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
