报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),161167,110440,208693,147033,99897,184302,166378,142196,100412,
营业收入(万元),161167,110440,208693,147033,99897,184302,166378,142196,100412,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),144210,98906,184839,131279,89981,163621,149050,127243,89651,
营业成本(万元),112484,76812,147468,103471,70687,130856,120280,99777,71548,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1430,1056,1194,855,534,1021,882,580,586,
销售费用(万元),14619,9750,17974,12825,9673,15167,13634,12223,9061,
管理费用(万元),11209,7319,12947,9293,5181,10747,9774,10630,6871,
财务费用(万元),2158,1347,3582,2782,1907,3397,3434,2767,1765,
资产减值损失(万元),2309,2623,1673,2052,1999,2434,1047,1266,-179,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),12,12,12,12,--,12,6,10,7,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),19576,12676,23866,15767,9916,20692,17334,14963,10767,
营业外收入(万元),232,212,4134,1822,1484,4286,2938,2358,2428,
营业外支出(万元),282,208,308,159,138,318,237,431,112,
非流动资产处置损失(万元),80,72,95,37,37,134,48,123,6,
利润总额(万元),19526,12680,27693,17430,11262,24660,20035,16891,13084,
所得税费用(万元),3032,2150,4288,2448,1761,4530,2648,3588,1764,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),16495,10531,23404,14982,9501,20130,17387,13303,11320,
归属于母公司所有者的净利润(万元),15945,10176,22450,14226,9051,19198,16457,12595,10999,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,-72,-46,
少数股东损益(万元),549,355,955,755,450,932,930,708,322,
基本每股收益,0.87,0.61,1.41,0.94,0.57,1.21,1.13,0.89,0.82,
稀释每股收益,0.87,0.61,1.41,0.94,0.57,1.21,1.13,0.89,0.82,
