报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),266341,172265,94052,336389,232821,144709,78199,278263,192419,131687,69354,240087,207243,169184,148808,
营业收入(万元),266341,172265,94052,336389,232821,144709,78199,278263,192419,131687,69354,240087,207243,169184,148808,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),191029,125819,68203,257494,178567,113025,59525,215198,149152,100696,53700,193553,170982,144200,129952,
营业成本(万元),160195,104679,57295,208791,143177,89709,48548,176437,121457,83315,43997,155830,136591,112958,100092,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2912,1772,1101,3015,1597,967,758,1420,772,610,457,1029,718,739,577,
销售费用(万元),19424,13390,6541,34358,26050,17078,7798,28468,21438,13410,7679,29871,27012,24407,23892,
管理费用(万元),9705,6611,3668,11734,8264,5344,2339,8994,5571,3378,1611,7147,6918,6033,5520,
财务费用(万元),-1222,-864,-403,-1028,-634,-178,-25,-155,-117,-68,-37,-364,-275,-109,-121,
资产减值损失(万元),15,230,--,623,113,106,107,34,31,51,-7,40,18,173,-7,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1293,920,364,1321,911,520,268,600,474,402,244,560,393,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),76682,47411,26213,80217,55166,32204,18941,63665,43741,31393,15898,47094,36655,24983,18856,
营业外收入(万元),3808,3566,532,1362,930,666,403,2941,2435,615,224,2333,1999,972,459,
营业外支出(万元),142,101,1,37,21,10,1,52,12,12,5,29,43,25,176,
非流动资产处置损失(万元),1,1,1,20,4,4,0,27,12,12,5,25,13,21,56,
利润总额(万元),80348,50876,26744,81542,56075,32860,19343,66554,46164,31996,16118,49398,38610,25931,19140,
所得税费用(万元),20362,12977,6699,20219,14059,8239,4842,16383,11478,7930,3955,12326,9552,6442,4735,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),59985,37899,20045,61323,42016,24622,14502,50171,34686,24066,12163,37072,29058,19488,14405,
归属于母公司所有者的净利润(万元),59985,37899,20045,61323,42016,24622,14502,50171,34686,24066,12163,37072,29058,19488,14405,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1167,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.38,0.87,0.46,1.46,1.01,0.61,0.37,1.28,0.88,0.61,0.31,0.95,0.74,0.55,--,
稀释每股收益,1.38,0.87,0.46,1.46,1.01,0.61,0.37,1.28,0.88,0.61,0.31,0.95,0.74,0.55,--,
