报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),252902,150180,50860,206442,144622,90330,34340,165845,96366,57394,27835,102410,78181,55720,24518,134897,103779,70171,21494,134973,86866,59764,19208,114201,81397,58150,16282,95336,62525,41246,14908,52307,36730,24081,11113,33697,22590,14309,27345,21055,18812,11913,
营业收入(万元),252902,150180,50860,206442,144622,90330,34340,165845,96366,57394,27835,102410,78181,55720,24518,134897,103779,70171,21494,134973,86866,59764,19208,114201,81397,58150,16282,95336,62525,41246,14908,52307,36730,24081,11113,33697,22590,14309,27345,21055,18812,11913,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业总成本(万元),221839,134651,46685,194791,134053,83981,32839,167202,93443,53508,25987,113429,77881,52812,23876,124393,93733,61407,19697,122401,75896,52128,17485,103500,72274,51142,14311,85963,55479,36785,13022,47034,32716,21249,9699,29741,19999,12364,24063,18478,15420,10618,
营业成本(万元),179879,108936,35909,149910,104615,66709,23541,124958,67786,38899,18586,75839,54498,38489,17339,90954,71279,46879,14157,97047,60839,42321,13677,82484,58306,41629,11614,71107,46515,31053,10810,39290,27555,17815,8317,25203,16829,10447,20120,15553,13171,8938,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
研发费用(万元),4560,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
营业税金及附加(万元),1842,1309,380,2364,1332,877,240,1565,434,405,375,1254,973,716,277,1474,1232,872,184,1747,951,776,95,1885,852,740,124,1602,598,428,199,676,458,302,72,430,267,179,293,172,127,34,
销售费用(万元),8133,5218,2423,10801,7749,4859,2557,10031,6838,4680,2190,10112,7100,4700,2361,10739,7302,4498,2152,9159,5312,3513,1621,5887,4343,2695,944,5534,3823,2259,915,3102,2185,1321,617,1845,1311,800,1503,1285,909,717,
管理费用(万元),13211,11169,5155,20353,13466,8749,4590,19096,12664,7743,3554,16349,10896,7230,3506,12303,8325,5607,2450,8140,5415,3315,1491,7555,4604,2907,902,4491,2642,1747,809,2875,1715,1097,493,1474,1044,611,1620,1114,884,888,
财务费用(万元),9784,6637,3164,10860,8136,5024,2592,9036,5127,2289,1171,5978,4635,3121,1708,6606,5086,3176,1251,4454,3065,1817,724,3498,2331,1546,678,1785,1237,630,238,613,434,291,200,605,456,235,497,354,183,16,
资产减值损失(万元),4431,1382,-347,503,-1245,-2236,-682,2515,595,-509,111,3898,-221,-1444,-1314,2316,508,375,-497,1853,315,386,-122,2192,1838,1625,47,1443,664,667,50,479,368,424,--,184,92,92,31,0,145,24,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),1002,-84,-79,846,931,417,-72,1757,1784,-97,-35,-207,-110,-35,-18,-51,-32,-25,-9,-39,-29,3,4,12,11,8,9,20,25,19,1,36,24,17,0,4,4,4,3,0,6,0,
对联营企业和合营企业的投资收益(万元),-107,-114,-79,-188,-84,--,-72,-138,-116,-97,-35,-207,--,--,-18,-51,-32,--,-9,--,-29,3,--,--,11,8,--,--,25,19,--,--,24,--,0,0,0,0,0,0,0,0,
