报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),263732,119562,510500,380180,261888,94193,610851,310503,232933,87503,300198,151369,99902,46010,193205,129155,74503,31753,135325,79207,46877,17209,66393,44449,28300,11993,64205,40534,25516,10704,53009,31159,18054,6475,39133,28197,17803,27098,15745,12346,6961,
营业收入(万元),263732,119562,510500,380180,261888,94193,610851,310503,232933,87503,300198,151369,99902,46010,193205,129155,74503,31753,135325,79207,46877,17209,66393,44449,28300,11993,64205,40534,25516,10704,53009,31159,18054,6475,39133,28197,17803,27098,15745,12346,6961,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
营业总成本(万元),260425,120270,511940,374987,256849,91259,593929,300844,224738,82322,287409,142200,92481,40776,174636,114439,66254,27857,121325,68064,40564,14822,57860,37893,24194,10281,52265,32129,19888,8300,40296,23574,13905,4708,29624,20716,13546,20106,11629,10425,5595,
营业成本(万元),199048,93581,380950,292820,203629,69006,479707,228005,177475,63985,227705,111856,75127,34547,139974,94052,53567,22527,96008,53746,31477,11566,43989,29324,18955,8187,42313,25967,15747,6300,34039,19588,11442,4058,25309,18322,11619,17473,10442,9088,4809,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
营业税金及附加(万元),1739,390,4836,1973,1267,235,5687,2224,1301,515,2282,1058,674,310,1156,561,330,115,832,613,411,135,406,191,65,36,293,105,70,--,402,284,186,0,0,0,0,0,0,0,0,
销售费用(万元),20842,11442,47537,32299,21323,9203,42368,27119,17226,7676,19072,10029,5946,2308,11905,8166,4764,2182,10375,5727,3174,1428,6024,3745,2325,1089,3999,2737,1763,1025,2983,1963,1092,389,1941,1251,770,1070,637,605,324,
管理费用(万元),24128,11303,59826,38575,24810,10832,50129,33244,20259,9100,27265,15280,7563,3214,14966,9685,6169,2802,10999,6864,4285,1748,7239,5095,3160,1205,5314,3535,2269,1232,2558,1926,1328,649,1691,1100,689,866,552,460,318,
财务费用(万元),11276,3554,18877,8854,5354,1984,5455,4053,2278,1047,3802,1984,1177,537,1901,1198,635,232,285,85,188,-55,-723,-590,-436,-238,-1015,-808,-553,-256,-1258,-420,-377,-388,-244,43,10,28,-2,-1,1,
资产减值损失(万元),3392,--,-86,466,466,--,10584,6198,6198,--,7283,1994,1994,--,4734,777,789,--,2826,1028,1028,--,926,127,127,--,1361,593,593,--,1572,233,233,--,927,457,457,668,0,273,143,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
投资收益(万元),3348,2205,3715,3597,1798,147,609,1616,962,-146,670,75,137,141,544,308,167,97,108,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,4,2,
对联营企业和合营企业的投资收益(万元),3038,2205,1735,--,224,147,567,1609,955,-146,556,75,--,141,472,--,--,--,108,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
营业利润(万元),10906,4138,23242,8789,6837,3082,17531,11275,9157,5035,13459,9245,7557,5234,19114,15025,8416,3994,14108,11143,6313,2387,8533,6556,4106,1712,11939,8405,5628,2404,12713,7584,4149,1768,9509,7481,4257,6992,4115,1924,1368,
营业外收入(万元),585,235,6411,4243,1931,563,4369,1286,738,192,2514,4098,2289,78,2124,727,365,121,1345,283,220,132,1049,139,45,15,494,106,5,2,583,279,158,67,305,177,158,37,1,58,5,
营业外支出(万元),448,188,250,153,81,13,376,259,229,34,126,55,43,37,74,58,49,5,72,72,69,64,8,2,0,--,23,11,10,6,7,7,6,2,10,10,10,0,0,14,1,
非流动资产处置损失(万元),--,--,--,92,25,--,300,222,229,--,30,9,6,--,6,-3,3,--,11,11,11,--,2,--,--,--,4,--,--,--,--,--,0,--,1,0,0,0,0,0,0,
利润总额(万元),11043,4185,29403,12879,8687,3632,21524,12302,9666,5193,15847,13288,9804,5275,21164,15693,8732,4110,15381,11354,6464,2454,9574,6692,4151,1727,12411,8500,5622,2400,13289,7857,4300,1833,9804,7191,4404,7029,4116,1968,1373,
所得税费用(万元),89,-283,6916,4876,2298,800,2100,2593,2212,1150,2203,2107,1314,916,3308,2351,1253,686,2628,1519,787,375,1536,995,604,266,1922,1285,845,360,1994,1166,633,275,1471,880,518,910,535,126,-18,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
净利润(万元),10954,4468,22487,8003,6389,2832,19424,9709,7454,4042,13645,11180,8489,4360,17856,13342,7479,3424,12753,9835,5677,2079,8038,5697,3547,1461,10488,7215,4777,2040,11295,6690,3668,1558,8333,6311,3886,6119,3581,1842,1391,
归属于母公司所有者的净利润(万元),12282,5688,27832,13960,10227,5556,25153,12656,9504,5006,14561,11294,8514,4425,15909,12244,7081,3348,11837,8738,4977,1859,8038,5697,3547,1461,10488,7215,4777,2040,11295,6690,3668,1558,8333,6311,3886,6119,3581,1842,1391,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,
少数股东损益(万元),-1327,-1220,-5345,-5957,-3837,-2724,-5729,-2948,-2050,-964,-916,-114,-24,-65,1947,1098,399,76,916,1097,700,220,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,
基本每股收益,0.12,0.06,0.28,0.14,0.1,0.06,0.25,0.13,0.09,0.05,0.16,0.13,0.1,0.11,0.4,0.31,0.18,0.17,0.59,0.44,0.25,0.09,0.4,0.28,0.18,0.07,0.52,0.36,0.24,0.15,0.85,0.5,0.28,0.12,0.79,0.64,0.41,0.64,0.38,0.19,0.15,
稀释每股收益,0.12,0.06,0.28,0.14,0.1,0.06,0.25,0.13,0.09,0.05,0.16,0.13,0.1,0.11,0.4,0.31,0.18,0.17,0.59,0.44,0.25,0.09,0.4,0.28,0.18,0.07,0.52,0.36,0.24,0.15,0.85,0.5,0.28,0.12,0.79,0,0.41,0.64,0,0.19,0.15,
