报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),188363,68411,298230,198696,134399,56999,233971,144810,82128,38561,134893,97044,63382,29086,120892,90126,50339,19950,103907,70142,40585,15120,60610,39940,22255,10816,47721,31825,19801,8296,30548,18547,10984,3216,20596,15902,9412,20245,13557,16831,14003,
营业收入(万元),188363,68411,298230,198696,134399,56999,233971,144810,82128,38561,134893,97044,63382,29086,120892,90126,50339,19950,103907,70142,40585,15120,60610,39940,22255,10816,47721,31825,19801,8296,30548,18547,10984,3216,20551,15902,9412,20245,13557,16831,14003,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),180216,64752,270279,173865,116731,50018,199940,122831,69959,33360,121908,86100,55427,25412,117389,82376,44229,16881,85811,58552,33958,12713,50157,28940,17721,8880,38249,24894,15305,6726,24267,14592,8610,2638,16139,12909,7431,16833,11234,13725,11923,
营业成本(万元),140121,48122,210989,136510,94709,40543,165661,100480,56819,26366,97213,68620,44363,20158,89502,67688,37053,14158,74089,50173,28996,10692,42912,28940,15104,7735,33029,21996,13500,6023,21475,13048,7646,2110,13883,11566,6523,15228,10144,12306,10787,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),956,217,1891,1260,936,472,1433,708,412,268,1238,902,609,263,968,658,468,281,759,395,275,86,562,399,275,22,238,137,54,20,88,16,16,9,65,35,35,25,2,36,0,
销售费用(万元),7240,4376,11286,8396,5575,3894,8447,6658,3850,2729,7373,5805,3521,2143,6762,5104,2765,1257,3601,2353,1475,572,1871,1424,960,409,1369,1083,669,271,1007,760,450,225,719,530,370,514,417,472,538,
管理费用(万元),22021,8175,34899,20014,10929,4559,20498,11643,8041,3334,14429,9919,6394,2624,12754,8155,4086,1187,6863,5536,3130,1334,4637,2042,1486,759,3195,1747,1110,467,1505,994,652,378,1084,618,403,677,475,499,359,
