报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),76755,48710,82251,57629,42188,20103,17488,
营业收入(万元),76755,48710,82251,57629,42188,20103,17488,
利息收入(万元),--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,
营业总成本(万元),65198,41282,65361,45469,35954,19235,16391,
营业成本(万元),53721,33849,51262,35623,25762,12596,11481,
利息支出(万元),--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,
营业税金及附加(万元),458,294,717,612,379,152,114,
销售费用(万元),5282,3496,7715,5839,5987,2739,2181,
管理费用(万元),3207,2053,4575,2887,2304,1817,1826,
财务费用(万元),1863,865,1026,618,773,792,776,
资产减值损失(万元),667,727,66,-110,748,1138,14,
公允价值变动收益(万元),--,--,--,--,--,--,--,
投资收益(万元),0,0,1,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,
营业利润(万元),12357,7428,16890,12159,6235,868,1097,
营业外收入(万元),85,746,289,284,342,64,65,
营业外支出(万元),32,21,126,57,26,0,165,
非流动资产处置损失(万元),25,15,3,3,4,0,32,
利润总额(万元),12409,8153,17053,12386,6550,932,997,
所得税费用(万元),1872,1240,2589,1991,963,131,120,
未确认投资损失(万元),--,--,--,--,--,--,--,
净利润(万元),10538,6914,14464,10396,5587,801,876,
归属于母公司所有者的净利润(万元),10538,6914,14464,10396,5587,813,893,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,-12,-16,
基本每股收益,1.12,0.73,1.54,1.1,0.76,0.13,--,
稀释每股收益,1.12,0.73,1.54,1.1,0.76,0.13,--,
