报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),5582150,4107748,2812382,1215896,3833509,2815907,1920782,937681,2328007,1648966,1122009,522748,2336687,1848653,1369685,627521,3036472,2673861,1972148,1008822,3732789,2990173,2208482,1122992,4683054,4069947,3176031,1467780,5077630,4130314,3036325,1398836,3395494,2590396,1694600,717829,1649588,1271775,749530,284729,1374526,1086909,719295,266438,914495,697528,439363,187242,521019,386492,242015,85499,
营业收入(万元),5582150,4107748,2812382,1215896,3833509,2815907,1920782,937681,2328007,1648966,1122009,522748,2336687,1848653,1369685,627521,3036472,2673861,1972148,1008822,3732789,2990173,2208482,1122992,4683054,4069947,3176031,1467780,5077630,4130314,3036325,1398836,3395494,2590396,1694600,717829,1649588,1271775,749530,284729,1374526,1086909,719295,266438,914495,697528,439363,187242,521019,386492,242015,85499,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
营业总成本(万元),4853236,3472104,2384393,1066991,3595852,2611576,1787799,849634,2370265,1667548,1142066,560359,2345172,1859442,1340636,622809,3003919,2522471,1826940,909492,3452581,2658930,1894475,954148,4075516,3415307,2583070,1138212,4100167,3188907,2307190,1071328,2715069,2028792,1333140,596589,1384451,1060270,641906,250678,1196572,919687,595564,215932,757993,575321,355108,149152,451599,331395,216503,78758,
营业成本(万元),3872796,2827680,1922483,827840,2680585,1967598,1347249,632422,1717940,1212029,816730,387270,1757677,1375801,1003943,458717,2253867,1976021,1423353,717589,2755269,2136216,1519399,744480,3196325,2710268,2050015,903792,3225223,2567704,1878684,874523,2144184,1622462,1057465,475993,1116108,870778,521750,197561,962756,764727,497290,180685,598420,451719,282908,119129,339740,253681,164729,56173,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
研发费用(万元),175448,80294,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
营业税金及附加(万元),32636,23431,15709,6194,27922,24033,16207,5721,21956,7930,5915,2771,12113,7416,4533,1823,18315,13031,8955,2042,23303,17648,14048,5175,16681,13119,9461,2953,25952,22630,16584,6633,13124,9546,6430,2073,4910,4076,2203,1129,1778,504,309,97,692,558,448,9,2046,1137,845,164,
销售费用(万元),444663,343308,255869,108448,383226,266365,188133,102067,235907,145844,95664,43355,193928,156288,112656,51572,287217,205365,143853,72055,304435,230313,170010,92982,397413,329523,230528,118053,421600,309329,232087,101180,320483,222100,143388,60828,168075,114068,71140,27263,133146,94076,59362,21392,88291,68059,39998,13885,59378,40757,27406,11316,
管理费用(万元),204590,128724,126818,62774,253314,177105,115622,51251,212081,151044,107298,52787,200277,165100,113650,56064,253252,191730,129549,62487,294545,206248,139233,70741,336724,256384,168333,76001,306314,200247,139250,69141,192150,121896,78908,33739,77065,51118,33137,16534,77178,57837,40027,20816,50393,36923,22105,12314,34599,25046,15393,8439,
财务费用(万元),13565,9682,23021,42511,131903,110748,76307,33501,87539,114712,89508,59821,132122,114248,75412,42773,123035,88496,72584,43290,32495,45838,28289,23552,135848,122439,81773,9361,80727,58116,15913,-3343,29833,22124,23569,6426,8869,8028,6472,8223,13289,-3446,-7477,-7080,12097,10142,6428,3815,11847,8264,5379,2666,
资产减值损失(万元),109538,58985,40494,19225,118902,65728,44281,24672,94842,35989,26952,14355,49056,40590,30442,11861,68233,47828,48645,12030,42534,22668,23495,17218,-7475,-16426,42960,28051,40352,30881,24670,23194,15295,30664,23380,17529,9423,12202,7203,-33,8424,5988,6053,22,8100,7919,3222,0,3990,2510,2750,--,
公允价值变动收益(万元),-36168,-37487,-17610,22271,40268,42689,44104,20787,-56337,-32516,-30678,-16573,28236,-7324,-939,-3274,-1528,-17575,-23020,-16995,14315,-20318,-16104,-154,-13936,945,-7499,6941,-6866,-6749,-3673,-962,5035,2804,-1172,143,4515,3596,2761,-590,-18403,-17365,-18478,-10194,9950,20716,4746,734,3283,4699,6148,193,
投资收益(万元),63746,28734,20012,11388,-1929,-7494,-16624,-14095,218147,77852,67680,59019,-2697,3726,7536,-2917,40717,28690,21101,11414,-19762,9750,8980,3762,16137,12332,11329,4665,14123,8543,7749,230,4229,1385,-987,-136,-7287,-5107,-3433,-346,-6352,-13844,-2774,174,39874,27565,15393,8675,8778,2839,443,186,
对联营企业和合营企业的投资收益(万元),12827,11603,6192,2692,10224,5710,4859,2662,5347,5252,4087,1599,6248,5856,4076,1120,2321,1648,617,238,-361,-827,-365,13,2506,2342,2616,3087,3812,1168,2048,-2437,1642,1139,294,759,732,154,154,--,128,109,109,--,195,66,0,0,90,56,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,
营业利润(万元),787844,645112,434196,183993,287603,240018,160592,94739,119552,26755,16945,4836,17054,-14387,35646,-1478,71743,162504,143289,93749,274761,320675,306883,172453,609739,667916,596791,341175,984720,943201,733212,326776,689688,565793,359301,121246,262365,209994,106951,33116,153199,136013,102478,40485,206326,170489,104393,47499,81482,62635,32103,7121,
营业外收入(万元),12318,5163,4216,2575,9837,15950,5697,6091,43761,17471,13080,6674,37011,30344,13355,8277,46092,33957,23097,5567,84620,58512,36472,21607,100768,61584,43687,6982,102207,19931,6568,4267,15082,7282,5711,3036,4475,3016,2215,1248,4398,3447,1781,453,3368,751,283,55,1104,1013,696,331,
营业外支出(万元),45138,36588,14757,3211,10556,10664,7298,4208,157016,19321,11101,580,42076,8851,4619,1683,19322,4437,2516,14,14340,9546,10620,263,22441,6434,4818,277,7700,5245,4478,1867,10946,6893,3162,2175,3951,3110,1608,727,3542,1920,1250,692,1386,298,238,138,492,228,92,3,
非流动资产处置损失(万元),--,--,--,--,--,1853,857,871,7396,3889,2168,654,22190,7410,4716,990,5510,3653,2814,280,5293,3800,2600,596,2525,2262,773,564,3218,1655,1510,353,1596,924,417,160,1140,960,330,310,985,91,28,12,102,71,50,29,107,71,71,-131,
