报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),263520,179574,115162,53555,186043,126822,79032,35869,163502,106431,67633,29527,121088,79528,46753,20775,99244,65937,39259,18366,85586,54382,31715,13296,75638,47566,30836,13453,65886,43573,27692,12154,48305,28975,17269,7423,31491,18211,27758,19731,
营业收入(万元),263520,179574,115162,53555,186043,126822,79032,35869,163502,106431,67633,29527,121088,79528,46753,20775,99244,65937,39259,18366,85586,54382,31715,13296,75638,47566,30836,13453,65886,43573,27692,12154,48305,28975,17269,7423,31491,18211,27758,19731,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),233154,158281,101120,46732,162703,111394,68784,30630,140844,90125,58108,25205,103582,67243,40004,18280,89954,58730,35255,15952,67881,45108,26881,11555,59960,39305,25769,12011,53111,37495,24279,11140,40347,25356,15240,6934,25774,16119,24430,16813,
营业成本(万元),150008,109531,69430,30921,104053,75850,45598,19051,85324,62051,39770,16379,63694,42929,25121,11088,54235,36951,22364,10127,44612,28626,16814,6768,38755,25699,17124,7701,34855,23790,15000,6534,25967,15583,9114,3791,15857,9549,15716,10616,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
