报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),362680,279608,178434,82124,347260,258260,159719,65289,241842,167587,105459,45928,183852,133384,90634,38863,154303,114157,72712,24289,114238,82082,54899,23487,94797,68232,44589,18349,107564,81899,54611,24794,87747,61944,40682,17737,62791,44294,14094,56672,44387,
营业收入(万元),362680,279608,178434,82124,347260,258260,159719,65289,241842,167587,105459,45928,183852,133384,90634,38863,154303,114157,72712,24289,114238,82082,54899,23487,94797,68232,44589,18349,107564,81899,54611,24794,87747,61944,40682,17737,62791,44294,14094,56672,44387,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业总成本(万元),318160,241319,155216,74732,311724,232389,144848,60070,224144,155740,97926,42293,169449,121606,82428,35600,142359,103099,65743,21788,105440,75752,50836,21359,91433,62322,40530,16511,94426,70692,47155,21534,70530,49344,32286,14093,49524,34979,11664,44291,36854,
营业成本(万元),274032,209398,134274,63601,265058,200576,125256,51055,189710,133103,83159,35532,142263,102853,70753,30557,115597,84913,54575,17324,84917,60841,40538,17310,71431,51899,34174,13862,83163,63766,42169,19099,60783,41894,27400,11974,41800,29093,9430,36943,31486,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
研发费用(万元),16491,12825,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,
营业税金及附加(万元),2059,1250,720,374,1829,1026,535,112,1114,504,381,180,676,330,212,66,296,148,104,45,477,259,196,89,572,366,266,66,225,103,67,24,88,85,81,39,321,217,83,322,211,
销售费用(万元),8103,6145,3699,2018,8633,5938,3098,1329,5952,3790,2453,1030,5696,3523,2155,742,5801,4161,2011,705,4152,2961,1772,529,3473,2399,1570,606,2931,1760,1141,521,2070,1434,921,327,1662,1192,407,1511,1166,
管理费用(万元),11326,8016,13789,6838,26792,17720,11349,5446,21053,14804,9580,4432,17976,12922,8119,3542,15914,11832,7768,3306,14182,9779,6693,2786,10437,7228,4670,2109,9839,6416,4400,2041,7758,5332,3468,1659,5219,4085,1500,4419,3355,
财务费用(万元),582,166,701,1714,3395,2478,1775,960,3037,2490,1353,489,1519,1043,386,476,1268,983,615,321,765,1415,1108,620,265,206,-361,-245,-1952,-1578,-782,-275,-383,401,281,71,308,256,103,1055,700,
资产减值损失(万元),5567,3520,2034,188,6017,4651,2834,1168,3278,1049,999,629,1319,935,803,218,3483,1062,671,86,947,498,529,26,5255,224,212,113,220,225,160,124,214,199,134,22,216,136,141,39,-63,
公允价值变动收益(万元),-226,-317,-207,105,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,0,-1,--,0,1,--,
投资收益(万元),64,-0,378,199,1128,1041,889,268,707,611,373,109,153,--,--,--,603,-43,-43,-40,-20,-18,-6,--,5,14,-3,--,55,55,55,55,-56,-43,-32,0,6,4,0,--,-2,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,-1,--,--,--,--,--,--,--,--,-43,--,--,--,-18,-6,--,--,14,-3,--,--,55,55,55,-56,--,--,0,1,--,0,--,--,
