报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),85484,511163,371381,198026,85963,246009,163118,101363,43743,200505,148610,102664,48997,247924,191049,126824,57169,175886,119561,68308,26829,91277,68464,43225,19888,79962,59601,39798,18730,57872,40870,27355,13200,52307,38532,12285,45644,34857,
营业收入(万元),85484,511163,371381,198026,85963,246009,163118,101363,43743,200505,148610,102664,48997,247924,191049,126824,57169,175886,119561,68308,26829,91277,68464,43225,19888,79962,59601,39798,18730,57872,40870,27355,13200,52307,31297,12285,45644,34857,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
营业总成本(万元),83572,462587,336756,180229,79058,227389,150778,94473,41762,189287,136780,94624,45838,237346,182760,121158,55838,174312,119253,68331,26805,91646,67929,43009,19612,77124,54852,36059,16610,52019,37118,24855,11832,45762,33225,10101,38170,30811,
营业成本(万元),64221,385337,282680,145456,63777,198496,133867,84117,37518,167879,122540,84013,40580,210413,162297,108083,49426,156480,105728,60008,23269,80122,60198,37861,17354,68115,51392,33811,15766,47951,34880,23456,11287,42459,31297,9378,35901,28641,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,
营业税金及附加(万元),477,3506,2402,1555,766,910,98,81,42,234,134,104,80,73,45,10,--,15,0,0,0,--,10,7,--,86,45,99,30,99,56,38,24,95,79,26,79,64,
销售费用(万元),2899,11201,7219,4576,2023,7865,5407,3367,1384,6240,4127,2889,1359,6314,4591,3120,1409,4271,2930,1679,662,2869,1972,1268,605,2380,1414,953,417,1575,946,400,164,1166,715,201,1024,970,
管理费用(万元),7826,35218,25415,16278,8043,15063,8413,4902,2142,9793,6943,4502,2278,13489,10109,5813,2438,10179,8441,5425,2155,6573,4499,2871,1219,5431,1796,1179,502,2334,885,607,220,1686,922,371,1421,662,
财务费用(万元),7753,22564,15866,9184,4087,4056,2055,1450,937,4045,3235,3029,1694,6636,5443,3753,2167,2343,1624,872,654,1857,986,502,262,280,15,-156,-112,97,325,297,137,248,212,125,348,-44,
资产减值损失(万元),397,4762,3174,3181,361,999,939,555,-262,1096,-198,87,-154,422,276,379,398,1023,530,347,66,224,265,500,172,832,192,173,6,-38,26,58,0,108,0,0,-603,517,
