报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),11342,75405,52480,37958,6304,35067,26975,16717,8639,62650,43355,29076,9889,77024,36518,25680,11528,58639,43441,29435,10053,45477,27401,16389,5806,25790,16015,8342,2590,17862,11457,7178,14685,8803,19724,9561,
营业收入(万元),11342,75405,52480,37958,6304,35067,26975,16717,8639,62650,43355,29076,9889,77024,36518,25680,11528,58639,43441,29435,10053,45477,27401,16389,5806,25790,16015,8342,2590,17862,11457,7178,14685,8803,19724,9561,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),10291,68588,47847,34975,5177,33798,23199,14493,6476,48577,33287,21851,6723,57577,23820,17683,8960,42896,31627,20724,8349,34394,20271,12742,4792,17787,10506,5254,1652,11793,7483,4722,10327,5932,15676,5344,
营业成本(万元),7728,55744,39048,28767,3113,25417,17611,11369,5364,41734,27916,18958,5985,48609,18950,14014,7466,35515,25909,17068,6614,30128,17880,11521,3900,15515,8743,4232,1334,10125,6214,3709,7962,4604,13617,3857,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业税金及附加(万元),141,618,403,317,65,464,299,192,92,425,282,151,80,609,284,180,91,631,593,424,132,729,445,239,193,736,635,417,124,531,461,311,472,272,736,397,
销售费用(万元),934,3531,2225,1551,700,2022,1292,718,362,1622,1003,593,357,1595,1137,673,340,1591,1347,688,405,477,168,117,73,195,183,127,47,144,124,109,150,79,136,91,
管理费用(万元),1700,5399,4206,2813,1418,4990,3406,2233,1054,5016,3671,2580,1340,4569,3223,2146,1081,4847,3744,2283,1070,3196,1896,1174,582,1833,1403,821,380,1196,739,667,1485,932,1131,885,
财务费用(万元),-63,-643,-525,-354,-168,-844,-604,-453,-221,-531,-430,-339,-175,-911,-649,-505,-384,-814,-528,-303,-243,-935,-713,-498,-162,-878,-726,-486,-260,-271,-15,2,-2,-4,-6,-18,
资产减值损失(万元),-149,3939,2491,1881,50,1749,1197,434,-175,311,844,-93,-865,3106,876,1176,365,1127,562,565,371,799,595,190,206,387,267,142,26,67,-39,-77,259,49,63,132,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
投资收益(万元),312,1092,520,548,208,599,279,87,-26,826,146,150,12,234,39,30,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,-11,34,
对联营企业和合营企业的投资收益(万元),-32,-48,-107,-67,-30,-82,-77,-71,-38,-106,-73,-55,-14,-17,-4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业利润(万元),1365,7909,5153,3532,1334,1869,4055,2311,2137,14898,10214,7376,3179,19681,12738,8027,2584,15743,11814,8711,1704,11082,7130,3647,1014,8002,5509,3089,938,6069,3974,2456,4358,2871,4037,4251,
营业外收入(万元),0,165,49,1,0,22,22,21,17,482,423,127,43,84,49,2,1,57,3,1,--,51,36,20,20,9,2,2,1,19,1,1,0,0,1,0,
营业外支出(万元),0,68,11,11,0,10,10,0,0,4,4,3,0,3,0,0,0,34,4,4,1,5,5,--,--,8,3,3,0,0,0,0,2,1,1,24,
非流动资产处置损失(万元),--,--,1,1,0,9,9,0,--,4,4,3,--,3,--,--,--,4,4,4,1,--,--,--,--,1,--,--,--,--,--,0,0,--,0,22,
利润总额(万元),1365,8006,5191,3522,1334,1881,4066,2332,2154,15376,10632,7500,3222,19762,12786,8029,2585,15766,11813,8708,1703,11128,7160,3667,1034,8003,5508,3088,939,6087,3975,2457,4356,2871,4037,4228,
所得税费用(万元),243,1166,789,542,267,49,259,28,352,2070,1104,779,669,3397,2234,1401,527,2783,2145,1456,336,1890,1069,537,170,1164,859,486,149,900,578,350,677,478,1028,1705,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
净利润(万元),1121,6840,4401,2980,1067,1832,3807,2304,1802,13306,9527,6721,2553,16364,10552,6628,2058,12983,9668,7252,1367,9238,6091,3130,864,6839,4649,2602,790,5187,3396,2107,3680,2393,3010,2522,
归属于母公司所有者的净利润(万元),937,5726,3658,2490,633,1177,2919,2060,1813,12575,9191,6464,2532,15458,10063,6319,1827,12161,8934,6911,1266,9150,6087,3127,868,6874,4696,2634,802,5181,3396,2107,3680,2393,3010,2522,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,0,0,
少数股东损益(万元),184,1114,744,490,434,656,888,244,-11,731,337,256,21,906,489,309,231,822,734,341,101,89,5,3,-3,-35,-46,-32,-12,6,--,0,0,--,0,0,
基本每股收益,0.02,0.11,0.07,0.05,0.01,0.02,0.06,0.04,0.05,0.38,0.28,0.19,0.08,0.47,0.3,0.19,0.07,0.48,0.35,0.27,0.05,0.54,0.36,0.19,0.05,0.61,0.42,0.23,0.12,0.94,0.66,0.42,0.74,0.48,0.69,0.84,
稀释每股收益,0.02,0.11,0.07,0.05,0.01,0.02,0.06,0.04,0.05,0.38,0.28,0.19,0.07,0.47,0.3,0.19,0.07,0.48,0.35,0.27,0.05,0.54,0.36,0.19,0.05,0.61,0.42,0.23,0.12,0.94,0.66,0.42,0.74,0.48,0.69,0.84,
