报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),52069,34733,16477,54924,38927,26032,11904,47586,54303,48023,40736,
营业收入(万元),52069,34733,16477,54924,38927,26032,11904,47586,54303,48023,40736,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),46311,30715,14372,49067,34622,23191,10537,43614,49491,44175,38235,
营业成本(万元),37907,24951,11878,39889,28408,18893,8622,34272,39760,34728,29387,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),656,460,205,594,347,216,102,527,436,409,311,
销售费用(万元),1707,1104,497,1806,1262,814,378,1386,1406,1164,995,
管理费用(万元),4404,3027,1290,4852,3425,2349,1095,5280,5206,4776,4872,
财务费用(万元),1329,893,434,1336,1002,692,329,2017,2624,2691,2480,
资产减值损失(万元),309,280,67,589,177,227,11,132,58,407,191,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),8,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),5867,4086,2106,5857,4305,2841,1368,3972,4813,3849,2501,
营业外收入(万元),92,43,64,255,214,120,67,229,168,448,278,
营业外支出(万元),20,9,12,48,41,28,15,96,93,164,105,
非流动资产处置损失(万元),--,--,12,--,--,--,--,15,3,80,30,
利润总额(万元),5939,4120,2158,6064,4479,2933,1420,4106,4888,4133,2674,
所得税费用(万元),874,574,238,715,525,337,150,662,768,727,521,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5065,3546,1920,5349,3953,2596,1269,3444,4120,3405,2153,
归属于母公司所有者的净利润(万元),5102,3594,1947,5556,4085,2675,1301,3567,4215,3576,2318,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),-37,-48,-27,-207,-131,-79,-31,-123,-95,-170,-165,
基本每股收益,0.48,0.38,0.2,0.58,0.43,0.28,0.14,0.37,0.47,0.4,0.26,
稀释每股收益,0.48,0.38,0.2,0.58,0.43,0.28,0.14,0.37,0.47,0.4,0.26,
