报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),431883,300493,144613,557564,450316,318941,158677,510323,300052,190668,106364,657183,427072,250327,135893,685985,434283,286849,138471,727412,557803,382815,202927,693313,525431,374129,182451,695071,506627,320740,141587,404717,299262,182338,85924,309693,243753,167913,414420,256961,233110,
营业收入(万元),431883,300493,144613,557564,450316,318941,158677,510323,300052,190668,106364,657183,427072,250327,135893,685985,434283,286849,138471,727412,552512,382815,202927,684731,525431,374129,182451,689725,506627,320740,141587,399953,299262,182338,85924,309693,240299,167913,414420,256961,233110,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5291,--,--,8583,--,--,--,5345,--,--,--,4764,--,--,0,0,3453,0,0,0,0,
营业总成本(万元),310261,216881,108212,458638,370992,259659,127268,503691,309543,204428,117126,655542,424412,248332,133475,668558,419870,276938,130128,660589,500205,335990,173236,570370,412877,284400,130688,517711,355640,221933,95552,288469,201662,123299,62761,246921,188310,122358,318019,207621,184245,
营业成本(万元),190345,137919,69057,302814,264917,191312,97433,389867,234621,157937,93697,567182,356072,203442,111239,564722,341943,225014,101747,537311,405173,271900,142114,438712,320984,221441,101973,388758,268312,165562,70496,195862,139900,85166,44179,188581,141752,96805,238533,152837,136941,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
