报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,
营业总收入(万元),25090,10194,37964,8512,38488,4387,33125,30145,
营业收入(万元),25090,10194,37964,8512,38488,4387,33125,30145,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),22631,9522,33615,7954,34251,4385,29302,26295,
营业成本(万元),16634,6565,25375,5165,25248,2952,21901,19293,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),180,115,195,14,24,1,26,206,
销售费用(万元),3038,1773,4759,1476,5065,832,3859,3637,
管理费用(万元),1621,1091,2308,1197,2368,541,2632,2248,
财务费用(万元),-52,-35,34,45,89,-5,31,301,
资产减值损失(万元),1210,13,945,57,1458,63,853,609,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),-82,-82,-60,-29,53,45,--,1778,
对联营企业和合营企业的投资收益(万元),-82,-89,-69,--,4,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),2408,600,4288,529,4290,47,3823,5628,
营业外收入(万元),105,70,338,280,825,26,266,270,
营业外支出(万元),1,0,411,11,518,0,975,1350,
非流动资产处置损失(万元),--,--,5,--,8,--,5,566,
利润总额(万元),2512,670,4215,799,4597,73,3114,4548,
所得税费用(万元),621,169,1075,206,1203,57,1005,1331,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),1891,501,3141,593,3394,17,2109,3216,
归属于母公司所有者的净利润(万元),1880,496,3132,592,3394,17,2109,3023,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),11,5,9,0,--,--,--,193,
基本每股收益,0.27,0.07,0.45,0.08,0.48,0,0.3,0.43,
稀释每股收益,0.27,0.07,0.45,0.08,0.48,0,0.3,0.43,
