报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),134579,587047,420976,258617,115240,536840,346914,200414,92592,492172,315609,190943,79353,415806,268535,161495,54806,287383,187997,99648,41857,224668,154046,96778,46673,256175,171238,104179,49219,247893,154973,91939,180171,148706,114128,
营业收入(万元),134579,587047,420976,258617,115240,536840,346914,200414,92592,492172,315609,190943,79353,415806,268535,161495,54806,287383,187997,99648,41857,224668,154046,96778,46673,256175,171238,104179,49219,247893,154973,91939,180171,148706,114128,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),121864,542198,387029,237071,103869,454782,301243,176460,82507,421021,276841,169610,72765,358001,236831,143427,49684,245083,161814,86847,38369,196013,136556,88004,43331,228114,154468,95257,46351,227073,140588,83315,160271,129789,104977,
营业成本(万元),94948,415463,292584,176626,79774,356703,233168,134321,64063,330444,210226,127278,54068,278253,179970,108865,35987,182864,118674,61239,26436,147653,104186,66687,31934,180382,120694,74683,35455,185377,114951,67988,125697,92930,79744,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),5674,26800,17104,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
