报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),2487754,1180407,4789838,4390841,3155866,1648789,5014294,3471882,2195974,1037540,3897232,3198907,2300392,1227237,5186522,4025821,2716493,1407123,7046980,5253461,3671378,1758373,7330368,5784706,4024386,2216479,3218518,2581962,1662547,803240,3074066,2380266,1595534,744040,2540700,1877647,1207932,607067,4318324,3419228,2220839,1022784,3361273,2469416,1560192,769263,2663682,1923590,1198481,557857,
营业收入(万元),2487754,1180407,4789838,4390841,3155866,1648789,5014294,3471882,2195974,1037540,3897232,3198907,2300392,1227237,5186522,4025821,2716493,1407123,7046980,5253461,3671378,1758373,7330368,5784706,4024386,2216479,3218518,2581962,1662547,803240,3074066,2380266,1595534,744040,2540700,1877647,1207932,607067,4318324,3419228,2220839,1022784,3361273,2469416,1560192,769263,2663682,1923590,1198481,557857,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
营业总成本(万元),2309942,1117701,4608485,4305302,3119509,1632993,5073737,3467736,2191183,1069984,4111573,3278916,2300486,1246483,5322825,4122764,2794523,1443857,7044348,5260494,3686049,1760327,7702546,5977010,4123491,2258353,3210554,2572467,1659788,799523,3061696,2377000,1566735,732541,2528423,1935054,1293781,685055,4211677,3227026,2074089,970200,3156423,2321326,1459014,725301,2523594,1823039,1148900,546545,
营业成本(万元),2215370,1072915,4430612,4097732,2995029,1565840,4787429,3284313,2069845,1009674,3808771,3059800,2172694,1176617,4973779,3913427,2658602,1376107,6699865,5054244,3541709,1693374,7302392,5705659,3938081,2161264,2964253,2394402,1544873,758351,2939497,2288394,1507178,705684,2432587,1876014,1305379,705239,3964033,3105410,1999857,934925,3000122,2197528,1386617,693640,2402500,1728888,1094566,521327,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
营业税金及附加(万元),20770,9377,19371,13825,8999,4201,16122,8096,5202,1874,8081,6752,5071,2402,14364,11917,8681,5031,16289,13944,8972,4347,15575,12629,10019,7347,5444,2880,1870,344,2478,917,88,11,5980,5761,4574,2152,57030,38820,22680,11192,41169,26457,13926,7817,14865,10744,7411,3472,
销售费用(万元),14388,6306,29839,19401,12742,6924,33061,20643,13706,6607,28720,21051,13702,7008,26596,19380,12334,6341,21661,17272,12725,6814,36620,30961,21343,11518,41507,34808,23127,7803,29063,20726,13579,5571,18245,12136,7619,4060,28928,15030,9465,4741,32633,26274,19473,12117,41481,28297,14789,6596,
管理费用(万元),36713,18281,74062,138047,74113,39563,112675,108129,68073,34629,143433,104288,61776,37994,205529,113373,71878,32637,189642,105248,76159,28664,213573,157764,109664,55960,150280,106290,69077,22876,40369,31006,19262,10385,37129,26983,19434,12673,71432,45765,33626,13522,56642,45086,23890,6843,47972,38521,20142,9752,
财务费用(万元),21549,10832,42500,35921,28250,16465,65716,46576,34356,17200,116893,86476,46694,22462,93878,64259,42619,23741,93807,66086,43464,27128,132763,79055,53442,30957,36243,31682,18734,10148,49154,36297,25911,10890,33145,14390,8269,5943,37908,22005,8784,5819,25185,25422,14535,4884,18778,16589,12150,5398,
资产减值损失(万元),1151,-8,12102,376,376,-0,58736,-20,2,--,5675,549,549,--,8679,407,407,-0,23084,3702,3022,--,1624,-9059,-9059,-8692,12827,2405,2106,--,1135,-340,718,--,1336,-231,-51494,-45013,52346,-3,-323,0,673,560,574,0,-2002,0,-158,0,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2714,-3031,-2604,--,3766,--,--,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
投资收益(万元),3451,1700,17548,15072,14882,10694,6206,2846,2666,587,2702,207,207,--,283,166,165,--,28000,348,146,--,292,-3456,-1229,--,53,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),3451,1700,--,--,--,--,3264,--,--,--,369,207,207,--,175,83,83,--,169,93,--,--,--,280,--,--,0,--,--,--,--,--,0,--,0,0,--,--,0,0,0,0,0,--,0,0,0,--,0,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,0,0,--,0,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
营业利润(万元),181393,64405,209207,100610,51239,26491,-53237,6991,7458,-31857,-211639,-79803,113,-19246,-136020,-96776,-77865,-36734,27917,-9716,-17129,-1954,-368120,-195760,-100334,-41874,8017,9495,2759,3717,12371,3266,28798,11499,12277,-57407,-85849,-77988,106647,192202,146750,52584,204850,148090,101178,43962,140087,100550,49581,11312,
营业外收入(万元),1337,46,1273,20617,20535,20442,10177,1940,237,208,223807,3463,1380,732,1512,546,337,248,3483,3798,3712,2745,6535,7422,7394,2744,511,235,221,64,682,121,112,10,2789,99,94,87,1160,130,130,37,61,61,45,31,72,62,20,--,
营业外支出(万元),4228,824,11482,9118,8874,147,5607,2398,2295,343,2040,469,360,106,3063,1461,1287,17,9552,3950,3783,21,16351,3184,2985,151,285,170,85,5,314,210,188,99,334,44,42,29,1772,0,0,0,1481,39,38,5,3971,250,244,91,
非流动资产处置损失(万元),4204,--,--,8974,8818,101,3410,527,420,325,1633,80,80,74,1558,862,697,--,2609,1342,1322,--,1351,3119,2924,--,2,--,2,--,101,--,0,--,0,0,0,--,1754,0,0,0,1442,0,0,0,2727,0,0,--,
利润总额(万元),178501,63627,198998,112109,62900,46786,-48667,6533,5400,-31993,10128,-76809,1133,-18620,-137571,-97691,-78815,-36504,21848,-9868,-17201,770,-377936,-191521,-95925,-39282,8242,9561,2895,3777,12739,3178,28723,11410,14733,-57352,-85796,-77930,106035,192331,146880,52621,203430,148113,101184,43988,136188,100362,49357,11221,
所得税费用(万元),5570,723,2922,2036,1150,502,5136,683,478,212,1257,409,173,265,1786,1045,705,475,5464,2614,1733,461,5586,4054,3784,329,2439,2988,902,1362,4139,1534,8353,2974,7771,3223,1587,1513,27523,48299,40852,13297,64453,49481,33970,14326,49280,33496,12740,4177,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,
净利润(万元),172931,62905,196075,110073,61751,46284,-53803,5849,4922,-32205,8872,-77217,960,-18884,-139357,-98736,-79519,-36979,16384,-12482,-18934,309,-383522,-195575,-99709,-39611,5803,6572,1993,2415,8600,1644,20370,8436,6961,-60575,-87384,-79443,78512,144032,106027,39324,138977,98632,67214,29663,86908,66866,36617,7043,
归属于母公司所有者的净利润(万元),167798,62145,192445,107270,59559,45256,-59989,2444,2315,-33292,7593,-77540,745,-18997,-139841,-99102,-79728,-37054,15829,-12826,-19124,259,-383651,-195713,-99628,-39836,5282,6240,1745,2255,8435,1634,20535,8510,6699,-60791,-87542,-79529,78062,143716,105802,39255,138531,98240,67024,29617,86478,66660,36492,6958,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,1250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),5133,759,3630,2804,2192,1027,6186,3406,2606,1087,1279,323,214,112,484,366,209,75,554,344,189,50,129,138,-81,225,521,333,248,160,165,10,-166,-74,262,215,159,86,450,316,226,69,446,392,191,46,430,207,125,85,
基本每股收益,0.15,0.06,0.18,0.11,0.07,0.05,-0.07,0,0,-0.04,0.01,-0.12,0,-0.03,-0.22,-0.15,-0.12,-0.06,0.02,-0.02,-0.03,0,-0.65,-0.3,-0.15,-0.06,0.02,0.02,0.01,0.01,0.03,0.01,0.07,0.03,0.02,-0.19,-0.28,-0.46,0.55,1.06,0.78,0.29,1.02,0.73,0.5,0.26,0.77,0.59,0.32,0.07,
稀释每股收益,0.15,0.06,0.18,0.11,0.07,0.05,-0.07,0,0,-0.04,0.01,-0.12,0,-0.03,-0.22,-0.15,-0.12,-0.06,0.02,-0.02,-0.03,0,-0.65,-0.3,-0.15,-0.06,0.02,0.02,0.01,0.01,0.03,0.01,0.07,0.03,0.02,-0.19,-0.28,-0.46,0.55,1.06,0.78,0.29,1.02,0.73,0.5,0.26,0.77,--,0.32,0.07,
