报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),159722,109040,64614,29059,130169,96120,60913,25910,124909,89454,53278,21848,115623,82240,50505,17077,119947,87348,55068,19186,90316,61679,38320,15857,85733,62107,41237,16076,88640,66028,43599,83114,74601,69871,
营业收入(万元),159722,109040,64614,29059,130169,96120,60913,25910,124909,89454,53278,21848,115623,82240,50505,17077,119947,87348,55068,19186,90316,61679,38320,15857,85733,62107,41237,16076,88640,66028,43599,83114,74601,69871,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),150782,101250,60031,27660,122565,87530,55874,24512,120960,84595,52173,22422,114278,79754,48003,17233,115623,82749,51738,18558,87117,58385,36194,15588,83829,61396,40516,16872,84066,61544,39589,77231,69878,63648,
营业成本(万元),123676,84296,49721,23131,101509,74769,47776,20864,98438,70875,43147,18356,95246,66906,40128,13832,100224,71767,44714,15661,75218,50960,31577,13553,71886,52508,34374,13970,73385,53791,34667,66663,58107,55582,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),616,201,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1453,1144,714,286,1390,1046,576,172,1171,452,199,59,806,463,233,25,567,407,253,14,614,373,167,39,639,441,255,60,659,521,367,3,4,0,
销售费用(万元),12937,8515,4954,2311,10400,7429,4559,2047,10718,7593,4852,2097,10321,7315,4148,1734,8517,6264,3967,1563,7123,4603,2783,1102,7368,5807,4001,1669,5250,3818,2311,6015,6764,3790,
管理费用(万元),10672,6514,4382,1791,9824,4434,3036,1386,7783,5721,3917,1923,6884,4975,3352,1711,6174,4393,2918,1450,4346,3048,2058,1048,4548,3287,2312,1281,4049,2796,1780,3563,3269,3168,
财务费用(万元),1546,774,453,140,-330,-106,-32,42,-654,-72,32,-14,48,-41,5,-69,-474,-266,-298,-130,-787,-639,-431,-154,-948,-732,-510,-109,215,482,327,792,1134,668,
