报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),19576,12197,18838,13994,9099,13613,7664,5855,
营业收入(万元),19576,12197,18838,13994,9099,13613,7664,5855,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),13554,8627,14802,10767,6354,11214,5225,3815,
营业成本(万元),6875,4503,6337,4520,3063,5291,2549,1761,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),100,78,173,52,36,66,54,45,
销售费用(万元),1279,679,1172,631,319,447,261,195,
管理费用(万元),4819,3062,7057,5430,2894,5559,2266,1760,
财务费用(万元),316,157,-336,-106,-49,-170,16,76,
资产减值损失(万元),165,148,399,240,91,21,79,-22,
公允价值变动收益(万元),--,--,--,--,--,--,--,10,
投资收益(万元),-68,-68,41,41,43,14,26,6,
对联营企业和合营企业的投资收益(万元),--,--,-2,-2,--,-4,--,-20,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),5953,3502,4077,3269,2787,2414,2465,2056,
营业外收入(万元),249,80,395,145,117,276,192,104,
营业外支出(万元),19,12,7,6,--,0,21,1,
非流动资产处置损失(万元),14,7,6,6,--,--,11,--,
利润总额(万元),6184,3570,4465,3408,2904,2690,2635,2158,
所得税费用(万元),906,393,961,820,491,704,390,334,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),5278,3177,3504,2588,2413,1986,2246,1825,
归属于母公司所有者的净利润(万元),5264,3174,3612,2634,2400,1993,2247,1825,
被合并方在合并前实现净利润(万元),--,--,--,--,--,-86,-64,--,
少数股东损益(万元),14,2,-107,-46,14,-8,-1,0,
基本每股收益,0.96,0.58,0.69,0.53,0.48,0.46,--,0.43,
稀释每股收益,0.96,0.58,0.69,0.53,0.48,0.46,--,--,
