报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
营业总收入(万元),69941,318164,220375,134062,60192,286496,181650,102687,43512,158190,96804,63844,30936,163275,111532,77771,33271,167762,106703,72839,30751,146351,103201,65068,27170,112879,68756,44509,16716,91071,58925,36466,13359,71838,48788,32287,63499,51116,35494,
营业收入(万元),69941,318164,220375,134062,60192,286496,181650,102687,43512,158190,96804,63844,30936,163275,111532,77771,33271,167762,106703,72839,30751,146351,103201,65068,27170,112879,68756,44509,16716,91071,58925,36466,13359,71838,48788,32287,63499,51116,35494,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),67188,304809,212183,127319,58463,276629,175248,98401,42729,164575,101687,66352,30196,160647,110134,76550,32566,164879,105148,71696,30314,138231,97299,60785,26228,105964,63716,40761,16028,86364,55913,34411,12888,63534,43695,28269,56795,45388,31747,
营业成本(万元),55151,256796,179389,107238,48996,236578,150628,83302,36100,131235,78651,51493,24932,133669,91926,64586,27351,138600,88103,60492,25999,115682,81803,50857,22162,87272,50790,32336,12430,69935,44746,27438,9734,53729,36492,24043,48047,39440,28732,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),296,1748,885,581,273,1007,406,175,35,403,191,116,48,669,322,221,101,558,419,209,107,558,354,300,117,494,236,119,25,146,72,26,7,95,51,43,35,27,20,
销售费用(万元),4951,25361,16696,10249,5207,22012,13841,8706,3306,20853,15327,9534,2844,16126,11302,7533,3288,15940,11028,6757,2659,15180,9956,6319,2579,11186,8201,5154,2230,9691,6379,3882,1764,5353,3717,2200,4279,3100,1418,
管理费用(万元),4140,16957,12820,8123,4176,13370,8723,5417,2449,10599,7110,4566,2296,8860,5647,3533,1692,8702,4965,3681,1511,7736,5798,3829,1690,7704,5262,3423,1421,7060,4837,3081,1437,3738,2976,1640,3417,2169,1113,
财务费用(万元),2654,3236,2041,776,-188,2937,1435,589,842,766,424,661,75,935,600,340,134,913,273,197,38,-767,-632,-540,-320,-1118,-691,-189,-78,-738,-242,-137,-54,535,484,369,1028,549,320,
资产减值损失(万元),-4,711,353,352,-1,726,215,213,-3,720,-16,-17,--,389,337,337,--,167,359,359,--,-158,20,20,--,426,-82,-82,--,270,121,121,--,84,-26,-26,-11,104,145,
公允价值变动收益(万元),-323,228,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
投资收益(万元),454,599,1207,1034,959,180,124,95,27,5889,2385,61,52,91,73,27,--,6,6,6,6,--,--,--,--,42,43,21,21,1,1,--,--,1,1,1,1,0,0,
对联营企业和合营企业的投资收益(万元),--,-756,--,--,--,--,--,--,--,--,--,--,--,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),3097,15944,10461,8539,2688,10047,6526,4380,810,-497,-2498,-2448,793,2719,1471,1248,705,2889,1561,1149,443,8120,5902,4282,943,6957,5083,3769,709,4708,3013,2055,471,8305,5094,4019,6705,5728,3747,
