报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),18751,82929,54824,34639,17670,84509,48777,30072,12544,56298,33105,20720,9763,48954,33158,20586,7319,37584,25203,19448,6861,50529,34580,21415,6708,30832,17889,12490,5151,34519,21485,13625,32086,26621,22585,
营业收入(万元),18751,82929,54824,34639,17670,84509,48777,30072,12544,56298,33105,20720,9763,48954,33158,20586,7319,37584,25203,19448,6861,50529,34580,21415,6708,30832,17889,12490,5151,34519,21485,13625,32086,26621,22585,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),8565,53275,26238,12873,5983,48335,25326,18214,6947,34925,20611,13939,6958,32648,21521,13955,6037,36783,24223,18469,6559,46242,31723,19244,6202,28180,16671,11339,4716,29578,19241,12019,26820,21773,21383,
营业成本(万元),4172,16157,11134,6292,2638,22805,9792,8790,3086,15641,8553,6286,3345,17429,10469,6923,2880,24787,16304,12834,4377,31863,21122,13216,4251,19425,11988,8136,3133,21517,13964,8450,19208,15484,16303,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
