报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),624992,404011,199307,734238,553291,333508,129581,759865,562323,344557,171768,666235,513531,331773,166584,545463,420022,269473,133874,456702,352751,224236,111325,350643,254049,157846,284093,210112,196316,129946,125375,
营业收入(万元),624992,404011,199307,734238,553291,333508,129581,759865,562323,344557,171768,666235,513531,331773,166584,545463,420022,269473,133874,456702,352751,224236,111325,350643,254049,157846,284093,210112,196316,129946,125375,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),542365,349573,175892,661315,486760,297780,120427,624018,443541,269484,133728,533076,401573,258834,131598,445587,336370,217105,107766,379881,290217,185456,93483,301677,213853,132297,245579,176635,169604,115363,113133,
营业成本(万元),456316,292616,145754,531675,391956,237491,95125,497260,359074,220733,111877,438566,338475,219602,112474,376478,288860,185740,93019,322506,249896,159911,81403,261261,186987,115472,215262,157053,150263,98947,103114,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),4218,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),5403,3469,1677,6991,5356,3526,1269,6881,4280,2560,1228,5173,4120,2463,1378,3910,2723,1702,834,3146,2364,1547,760,1622,1181,679,1272,1000,300,170,132,
销售费用(万元),22106,15236,7410,23559,14564,9477,3209,16991,11590,7590,3633,15727,12831,8221,4605,11704,8853,5521,2353,11958,8460,5422,2559,5929,3741,2127,4451,3129,4167,2862,2673,
管理费用(万元),31801,23108,10664,52896,44008,28206,11895,55589,40058,24770,10385,46353,32629,20428,9160,40456,28164,19282,10098,31841,21870,13710,6824,22521,14398,9320,18231,11624,12275,9592,5858,
财务费用(万元),22649,15181,10392,40229,29196,19149,8929,24110,20317,13624,6609,15323,11233,6936,3523,9587,6735,3841,1492,7790,5567,4096,1937,9987,7504,4669,6274,3712,2606,2496,1476,
