报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),259579,172202,79749,300644,209474,129355,56118,243668,158437,102520,51780,181987,123699,81721,40659,152186,107122,72702,36236,150820,128041,91914,30276,134265,105067,72687,27183,131371,91091,60242,101217,68349,50647,
营业收入(万元),259579,172202,79749,300644,209474,129355,56118,243668,158437,102520,51780,181987,123699,81721,40659,152186,107122,72702,36236,150820,128041,91914,30276,134265,105067,72687,27183,131371,91091,60242,101217,68349,50647,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),241921,160623,74270,284473,197123,120661,51849,235391,152123,97717,49384,174719,117640,77392,38567,145664,101681,68798,34100,140642,119239,85282,28193,125752,97830,67646,25466,122762,85028,56372,93432,66262,46945,
营业成本(万元),225728,150329,69639,261785,180746,111324,48088,213918,136744,87900,44379,155971,106023,70048,34832,130623,91802,62347,31039,128952,109644,78683,25861,115000,90463,62583,23407,113105,79058,52330,87967,59734,43612,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),686,468,219,926,513,274,138,2847,1975,1809,1701,5636,3992,2612,1300,4540,3499,2152,1155,4660,4103,2961,965,4293,3439,2416,890,4505,3119,2035,3361,2289,1748,
销售费用(万元),1648,1232,627,2905,2094,1335,707,2283,1633,1042,470,2213,1549,981,502,2163,1351,792,427,1516,1283,760,286,937,857,275,151,389,233,120,129,38,36,
管理费用(万元),5714,4070,2156,8408,6479,4421,1935,6058,4230,2698,1553,5477,4121,2614,1424,4264,3642,2533,1231,4386,2904,1949,919,3273,2305,1517,813,2758,1636,1006,1984,3129,1341,
财务费用(万元),2158,1266,732,2077,1367,728,262,1834,1703,1108,722,1504,956,493,272,1101,727,381,137,-374,-424,-359,-234,-1177,-1067,-804,-182,-196,69,82,147,170,132,
资产减值损失(万元),5987,3257,897,8373,5925,2579,718,8451,5838,3161,560,3918,1000,645,238,2972,660,593,111,1503,1727,1288,395,3427,1834,1659,388,2202,912,799,-156,903,77,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-1548,67,23,248,101,25,-22,2302,2092,1259,401,272,211,146,72,759,558,413,159,434,242,52,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
