报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),523226,352212,176142,816970,630474,424962,210248,884971,663004,438464,213005,792594,575302,372723,180513,696271,513682,335891,165171,581835,422742,267728,128046,256022,181624,117713,56519,220494,160000,106244,50606,176150,125659,83471,41183,162493,117564,85789,45729,164889,133643,92892,42966,131058,83131,43374,16013,60560,43090,30313,14615,
营业收入(万元),523226,352212,176142,816970,630474,424962,210248,884971,663004,438464,213005,792594,575302,372723,180513,696271,513682,335891,165171,581835,422742,267728,128046,256022,181624,117713,56519,220494,160000,106244,50606,176150,125659,83471,41183,162493,117564,85789,45729,164889,133643,92892,42966,131058,83131,43374,16013,60560,43090,30313,14615,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),489148,328126,165171,731627,560171,379720,189279,798339,593305,392697,190880,723037,511384,331808,160504,631283,461738,300338,145111,534960,389846,247509,118450,253204,172392,109862,52179,201502,141504,92777,43421,156088,108740,70580,34852,140953,100624,73309,36132,147488,115620,82076,37899,114843,73792,40003,15924,60041,43113,29937,14989,
营业成本(万元),251849,166884,82459,374870,291774,205207,100245,376607,278574,182450,89018,323642,223568,146618,70992,283066,213867,140170,65701,262358,192724,126163,63117,172078,122750,78810,38693,153627,113895,74760,35433,119506,85114,54695,27185,109460,75676,55816,27605,120188,97930,70390,32354,100563,63733,34669,14638,54385,39317,27459,13831,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
