报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),6030,23854,17385,11235,4405,18020,13657,9686,3771,32399,24358,15260,6844,32443,22568,13131,6049,21634,15453,8949,4590,32595,25854,19134,9677,44536,34190,22117,9533,40456,19712,37980,43465,30867,
营业收入(万元),6030,23854,17385,11235,4405,18020,13657,9686,3771,32399,24358,15260,6844,32443,22568,13131,6049,21634,15453,8949,4590,32595,25854,19134,9677,44536,34190,22117,9533,40456,19712,37980,43465,30867,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业总成本(万元),5673,51146,18877,12616,5686,34517,17794,12278,5048,32804,23750,14848,6780,31543,21858,12748,5884,21117,14491,8155,3991,27986,21869,15743,7851,37144,28710,18629,7812,32897,16341,30568,37695,26248,
营业成本(万元),4592,18871,14007,9297,4102,16974,12964,9082,3678,26389,19802,12677,5692,27495,19067,11027,5051,17504,12139,6873,3389,24791,19696,14206,7186,33126,25780,16628,6989,29056,14540,27570,34507,24832,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业税金及附加(万元),101,458,261,205,49,316,128,105,49,186,99,17,13,16,39,30,13,67,38,24,16,162,132,102,82,279,224,133,63,280,158,352,218,131,
销售费用(万元),94,585,396,224,116,461,295,184,63,520,360,200,93,502,298,169,61,306,222,164,56,360,304,186,103,491,360,235,117,445,232,399,340,252,
管理费用(万元),967,5549,3379,2402,1124,5351,3624,2391,1005,4925,2963,1799,844,3646,2498,1587,711,3091,2150,1257,587,3390,2407,1691,575,3799,2064,1504,549,2858,1324,2475,1919,987,
财务费用(万元),112,770,645,434,210,1092,869,612,334,686,328,29,31,2,-36,-40,-41,-220,-349,-282,-104,-1012,-935,-669,-269,-689,29,-12,-9,187,126,-12,27,43,
资产减值损失(万元),-194,24913,189,53,85,10322,-86,-96,-81,97,197,126,109,-118,-9,-25,89,369,292,120,46,296,266,226,174,138,254,141,102,70,-39,-217,683,3,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
投资收益(万元),136,11161,385,-14,-107,-539,-443,-279,-102,-225,-170,-33,30,155,165,87,4,241,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
对联营企业和合营企业的投资收益(万元),136,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
营业利润(万元),507,-15949,-1107,-1395,-1388,-17036,-4580,-2871,-1379,-630,438,379,93,1055,875,470,169,758,962,794,599,4609,3985,3391,1825,7392,5480,3488,1721,7559,3371,7412,5770,4620,
营业外收入(万元),87,3156,695,569,354,668,479,369,106,1002,488,307,82,608,335,256,186,610,136,73,54,649,315,248,79,1181,517,472,158,901,535,752,791,604,
营业外支出(万元),4,34,7,7,7,447,461,12,5,45,29,18,9,60,36,26,17,39,32,25,19,42,34,26,14,207,48,30,12,76,79,117,75,184,
非流动资产处置损失(万元),--,--,--,7,--,433,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,146,--,--,--,0,0,-239,-5,-9,
利润总额(万元),590,-12827,-419,-832,-1041,-16815,-4562,-2515,-1278,328,897,667,166,1603,1173,699,338,1329,1065,843,634,5216,4265,3613,1890,8366,5949,3931,1867,8384,3826,8047,6486,5040,
所得税费用(万元),85,681,-73,-6,-54,-123,7,12,8,-97,111,104,21,177,153,92,45,114,138,131,123,704,562,445,304,1136,888,605,287,1283,637,1283,304,601,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
净利润(万元),505,-13508,-346,-826,-987,-16692,-4569,-2527,-1286,424,786,563,145,1425,1021,608,292,1214,928,712,511,4512,3703,3168,1586,7230,5061,3326,1580,7101,3189,6764,6182,4440,
归属于母公司所有者的净利润(万元),505,-13506,-344,-824,-986,-16684,-4562,-2523,-1283,429,787,563,145,1425,1021,608,292,1214,928,712,511,4512,3703,3168,1586,7230,5061,3326,1580,7101,3189,6764,6182,4440,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,0,0,0,413,-90,
少数股东损益(万元),-0,-2,-2,-2,-1,-8,-7,-4,-3,-5,-0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
