报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2005-12-31,2004-12-31,
营业总收入(万元),77067,336533,193906,102086,35296,298471,209617,132183,57215,89285,58705,40365,16918,79330,62102,42375,18374,85538,64059,40176,14378,64654,48331,30401,15643,73232,57310,38642,14155,52546,34184,19706,7969,32091,23404,14217,5829,41303,33974,21655,8196,34464,24962,15466,27580,17247,23621,17366,
营业收入(万元),77067,336533,193906,102086,35296,298471,209617,132183,57215,89285,58705,40365,16918,79330,62102,42375,18374,85538,64059,40176,14378,64654,48331,30401,15643,73232,57310,38642,14155,52546,34184,19706,7969,32091,23404,14217,5829,41303,33974,21655,8196,34464,24962,15466,27580,17247,23621,17366,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
营业总成本(万元),64412,308370,175034,95391,30850,276754,189315,120125,52850,95516,54673,37300,15301,75361,56903,38834,17039,79826,58154,37128,13631,61019,44792,28759,14409,67055,53297,35851,13012,49619,32627,18692,7891,31632,22668,14019,5997,38975,30704,19623,7671,30345,21966,13565,23945,14570,20752,16288,
营业成本(万元),51212,249099,140897,77033,26047,222455,147643,94369,41276,66681,43154,29601,12676,59555,45869,31770,13767,64433,47874,30657,11038,48769,36414,23632,11975,55714,44348,30517,10992,41273,27237,15393,6317,24992,17873,11024,4626,32464,26102,16804,6300,25824,18673,11226,19838,11945,17281,13114,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,0,0,--,0,0,
