报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),66893,48384,92036,61476,43335,84027,79258,70618,55344,
营业收入(万元),66893,48384,92036,61476,43335,84027,79258,70618,55344,
利息收入(万元),--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,
营业总成本(万元),61533,42714,82125,55884,38010,74797,68760,63196,49924,
营业成本(万元),27509,20038,37640,24738,16981,33378,32533,30602,25434,
利息支出(万元),--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),709,562,961,661,532,852,802,691,430,
销售费用(万元),28354,18824,37311,25734,17433,34897,29975,27220,20063,
管理费用(万元),4726,3079,5664,4085,2572,5041,4819,4167,3711,
财务费用(万元),3,58,356,270,192,223,-23,45,36,
资产减值损失(万元),232,154,192,396,300,405,654,471,250,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,
投资收益(万元),9,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,
营业利润(万元),6056,5919,9912,5592,5326,9230,10498,7422,5419,
营业外收入(万元),36,15,823,251,127,277,122,104,3,
营业外支出(万元),9,5,174,77,75,46,11,23,8,
非流动资产处置损失(万元),4,1,20,20,19,8,8,2,--,
利润总额(万元),6083,5928,10560,5766,5378,9462,10609,7502,5415,
所得税费用(万元),1517,1483,2649,1442,1356,2371,2712,1891,1471,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,
净利润(万元),4565,4445,7912,4324,4021,7091,7897,5612,3944,
归属于母公司所有者的净利润(万元),4565,4445,7912,4324,4021,7091,7897,5612,3944,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,
基本每股收益,0.53,0.56,1.05,0.58,0.54,0.95,1.05,0.75,--,
稀释每股收益,0.53,0.56,1.05,0.58,0.54,0.95,1.05,0.75,--,
