报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),36977,22526,45196,32674,20695,39445,7830,32591,24917,22661,
营业收入(万元),36977,22526,45196,32674,20695,39445,7830,32591,24917,22661,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),31012,19031,36480,26788,17330,31686,6637,26071,19767,17777,
营业成本(万元),20848,12255,27009,19603,12450,23410,4631,19434,13658,12305,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),180,150,269,135,101,199,49,165,143,132,
销售费用(万元),2744,1837,3169,2395,1599,2765,645,2540,2432,2258,
管理费用(万元),6115,4073,6361,4696,3082,5250,1220,3937,3052,2691,
财务费用(万元),562,270,-1028,-535,-364,-625,-57,-435,-30,-61,
资产减值损失(万元),563,445,701,494,461,687,149,429,511,452,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,
投资收益(万元),410,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,
营业利润(万元),6785,3813,8716,5886,3366,7759,1193,6521,5150,4884,
营业外收入(万元),0,0,320,122,106,272,--,379,220,49,
营业外支出(万元),6,6,1,1,1,--,--,--,--,--,
非流动资产处置损失(万元),6,6,--,--,--,--,--,--,--,--,
利润总额(万元),6779,3807,9036,6007,3472,8030,1193,6900,5371,4933,
所得税费用(万元),855,556,966,771,442,995,211,910,564,235,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,
净利润(万元),5924,3251,8069,5236,3030,7036,982,5990,4807,4698,
归属于母公司所有者的净利润(万元),5924,3251,8069,5236,3030,7036,982,5990,4807,4698,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,
基本每股收益,1.15,0.54,1.79,1.16,0.67,1.56,0.22,1.33,1.07,1.04,
稀释每股收益,1.15,0.54,1.79,1.16,0.67,1.56,--,1.33,--,--,
