报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),164267,95705,36297,179168,123395,76363,31401,167802,156860,164638,148331,
营业收入(万元),164267,95705,36297,179168,123395,76363,31401,167802,156860,164638,148331,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),146061,86100,33404,163580,111696,70214,28488,154542,145243,154739,139236,
营业成本(万元),136020,79551,30841,150004,102412,63674,25438,141069,132338,141869,126579,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),635,451,119,949,443,307,149,447,843,699,425,
销售费用(万元),4058,2421,898,4922,3434,2293,1020,4767,4043,3659,4158,
管理费用(万元),4158,2701,1333,5884,4330,2847,1274,5920,5839,4232,3348,
财务费用(万元),905,658,184,1111,788,545,321,2053,1916,3207,4198,
资产减值损失(万元),285,318,29,709,289,548,285,284,265,1073,528,
公允价值变动收益(万元),238,141,36,252,-53,114,-65,72,-26,18,0,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18482,9768,2929,15841,11647,6263,2849,13333,11590,9917,9095,
营业外收入(万元),111,35,43,456,284,257,1,307,289,2,25,
营业外支出(万元),7,2,2,21,4,4,1,41,341,94,115,
非流动资产处置损失(万元),1,1,--,7,--,4,--,1,8,76,105,
利润总额(万元),18586,9801,2971,16275,11927,6516,2849,13599,11538,9824,9004,
所得税费用(万元),4898,2601,852,4477,3126,1706,759,4043,3769,2586,2271,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),13687,7200,2119,11799,8800,4810,2089,9556,7769,7238,6733,
归属于母公司所有者的净利润(万元),13687,7200,2119,11799,8800,4810,2089,9556,7769,7238,6728,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,5,
基本每股收益,0.38,0.21,0.06,0.34,0.26,0.14,0.06,0.28,0.23,--,--,
稀释每股收益,0.38,0.21,0.06,0.34,0.26,0.14,0.06,0.28,0.23,--,--,
