报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2006-12-31,
营业总收入(万元),48802,24801,117262,53468,33840,18424,104835,78105,52553,21014,101253,75951,47520,19749,83173,60842,30386,13482,49004,38539,19116,9520,35345,23117,14293,4190,30902,22504,14476,7280,28385,19575,11750,5946,23081,9179,19134,11162,15617,11628,
营业收入(万元),48802,24801,117262,53468,33840,18424,104835,78105,52553,21014,101253,75951,47520,19749,83173,60842,30386,13482,49004,38539,19116,9520,35345,23117,14293,4190,30902,22504,14476,7280,28385,19575,11750,5946,23081,9179,19134,11162,15617,11628,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
营业总成本(万元),44610,24239,107846,49841,32936,18987,96459,71993,48962,21153,94441,70472,45155,19896,74576,55408,27915,13295,45449,36225,18166,10050,34897,22726,13762,5331,26911,19062,12806,7219,24205,16503,10186,6032,20033,8333,16904,10090,13430,10467,
营业成本(万元),31436,16774,74934,30233,20116,11654,70612,53434,36832,14967,71809,53691,33011,14291,58343,44118,20219,9584,33661,25089,11127,5864,24993,14323,8351,2517,18812,12977,8440,4986,17522,11762,7018,4454,14309,5602,12110,7703,9879,6689,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
营业税金及附加(万元),344,255,829,375,280,188,796,411,221,110,783,641,449,264,692,394,218,53,360,207,136,49,237,155,117,32,295,226,129,56,226,123,72,20,232,98,141,66,80,244,
销售费用(万元),5567,2989,10485,7555,4856,3025,9207,6372,4288,2490,7960,5591,3930,2163,6012,4379,2872,1657,3816,3911,2630,1523,2762,1947,1138,626,2457,1704,1109,543,2086,1483,996,628,1696,735,1432,797,1006,1073,
管理费用(万元),8359,4112,15690,10265,6782,3615,12869,9043,6052,3160,11257,7329,5224,2629,8361,5690,4412,1870,7442,6162,4168,2236,7220,6075,4085,2421,5061,3447,2530,1383,3814,2792,1948,1099,3237,1615,3037,1477,2327,2401,
财务费用(万元),81,152,236,117,-95,78,836,260,227,116,731,256,-48,-50,-537,-428,-181,-58,-499,-488,-311,-97,-566,-516,-515,-220,-188,166,160,98,206,166,67,42,88,48,83,33,6,52,
资产减值损失(万元),-1177,-43,5672,1296,998,428,2139,2474,1342,310,1900,2964,2590,599,1704,1254,374,190,667,1344,416,475,251,741,586,-45,475,542,438,154,351,177,85,-212,472,235,101,15,132,8,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
投资收益(万元),-46,-20,7,-17,285,184,550,308,95,134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
对联营企业和合营企业的投资收益(万元),-46,-20,7,-17,285,--,550,308,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,--,--,--,--,--,0,
营业利润(万元),5513,1058,13438,4995,1794,-379,8927,6420,3685,-6,6813,5479,2366,-147,8597,5434,2470,186,3555,2314,950,-530,448,391,531,-1141,3991,3441,1670,61,4180,3072,1564,-86,3048,846,2230,1072,2187,1161,
营业外收入(万元),534,505,1309,1779,1774,925,3525,1824,1123,556,3698,1537,1190,578,1369,1104,683,320,2268,1030,620,297,1525,889,443,231,1992,340,323,310,1359,658,255,151,1183,582,1236,537,632,832,
营业外支出(万元),1,0,861,51,29,29,162,90,60,0,33,2,1,1,93,60,18,1,10,3,3,2,59,37,16,--,235,28,23,2,26,2,1,0,10,3,29,11,26,25,
非流动资产处置损失(万元),--,--,--,21,0,--,3,0,0,--,23,--,1,--,36,--,--,--,3,--,--,--,22,--,--,--,14,--,--,0,1,0,0,0,2,--,1,1,12,2,
