报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),151707,93870,45237,148895,104852,65510,30855,118878,82708,48854,94672,78881,83512,32185,
营业收入(万元),151707,93870,45237,148895,104852,65510,30855,118878,82708,48854,94672,78881,83512,32185,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),119059,75127,37668,132756,91414,56861,26987,102606,70035,42471,86099,72479,75768,30099,
营业成本(万元),93192,60368,31775,109109,76178,47562,21953,84800,59329,35016,70800,61584,67121,25805,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),240,212,150,554,378,298,160,405,315,255,218,--,3,70,
销售费用(万元),4493,2793,1413,5275,3209,2041,928,3825,2320,1366,2797,1924,1788,798,
管理费用(万元),14769,9345,3759,18826,11826,7252,3632,14163,8003,5059,11805,7693,6338,3092,
财务费用(万元),1569,658,187,-2464,-1213,-876,-11,-1991,-1395,-584,-215,900,508,475,
资产减值损失(万元),4797,1750,383,1454,1036,585,325,1404,1462,1360,693,379,10,-141,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),5204,1120,-34,67,-229,-51,--,36,36,36,542,164,--,422,
对联营企业和合营企业的投资收益(万元),3376,-480,--,-409,-229,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),38188,20014,7535,16207,13209,8598,3868,16309,12710,6420,9115,6565,7744,2508,
营业外收入(万元),1012,679,412,2628,2323,664,272,1896,1393,805,2486,1159,286,76,
营业外支出(万元),30,6,1,258,79,52,45,80,12,10,306,220,278,145,
非流动资产处置损失(万元),26,2,1,132,72,51,45,17,12,10,12,98,--,--,
利润总额(万元),39170,20687,7946,18577,15453,9210,4096,18124,14090,7215,11295,7505,7752,2439,
所得税费用(万元),5218,2663,982,1107,860,73,428,2527,2092,988,1470,770,1419,652,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),33952,18024,6964,17470,14593,9137,3667,15597,11998,6227,9825,6735,6333,1788,
归属于母公司所有者的净利润(万元),33946,17944,6949,17643,14461,8991,3578,15778,12098,6237,9812,6735,6333,1788,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),6,79,15,-173,132,146,89,-181,-100,-10,13,--,--,--,
基本每股收益,1.7,0.9,0.69,2.12,1.86,1.2,0.48,2.1,1.61,0.83,1.31,0.9,0.86,0.29,
稀释每股收益,1.69,0.9,0.69,2.12,1.86,1.2,0.48,2.1,1.61,0.83,1.31,0.9,0.86,0.29,
