报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2013-06-30,2012-12-31,
营业总收入(万元),2557820,1702034,853452,3135905,2378685,1616852,804159,2804707,2104332,1385426,2532584,2232571,--,1980558,
营业收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息收入(万元),5525423,3603066,1751385,5997522,4409496,2956668,1496533,5878768,4453201,2977386,4867890,3775462,2524700,3239864,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),480943,328601,169860,594043,474793,346069,174412,402609,295458,197291,290559,245938,--,179883,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),950,703,273,2277,2325,2014,821,5797,1216,862,1569,2078,--,2097,
营业总成本(万元),1497059,998635,500682,1789026,1331991,910913,470128,1600218,1162953,750057,1395025,1144586,--,1028069,
营业成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利息支出(万元),3441860,2219757,1065303,3473013,2509962,1688848,861844,3481627,2636417,1777987,2634028,1793683,1632200,1479680,
手续费及佣金支出(万元),18380,9429,2943,11864,10130,7556,4794,12670,7759,5654,10330,7640,--,9094,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),263,122,76,243,186,135,100,172,114,70,310,282,--,1026,
营业税金及附加(万元),25326,14499,5909,94801,92299,78245,53096,199094,146977,97481,178716,152243,--,136056,
销售费用(万元),695645,442284,230644,916115,625465,417226,221048,823686,593072,348095,748842,720864,314993,661740,
管理费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
财务费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产减值损失(万元),775825,541730,264054,777867,614040,415308,195885,577266,422790,304412,467157,271197,--,229246,
公允价值变动收益(万元),-68543,-52157,-43571,60258,-1109,-2747,-2278,-569,-28,-10524,7704,-2721,65,-1833,
投资收益(万元),18850,8692,3751,2283,4969,2010,1057,19554,7394,5164,3401,2211,38784,38367,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,625,
汇兑收益(万元),60438,42315,40001,-35602,8303,9242,254,-7155,-8734,-1113,5820,10927,5126,10953,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1060761,703399,352770,1346879,1046695,705939,334031,1204489,941379,635369,1137559,1087985,--,952489,
营业外收入(万元),8598,6639,4137,14419,8877,4647,2743,8567,4309,1998,8139,18436,--,12157,
营业外支出(万元),1941,1198,617,8899,6687,6058,543,4849,2579,1863,4235,2198,--,2059,
非流动资产处置损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
利润总额(万元),1067417,708840,356289,1352398,1048885,704528,336231,1208207,943108,635503,1141464,1104223,571207,962588,
所得税费用(万元),139698,86704,55352,288705,217872,141659,66989,257726,207300,143236,271551,284286,--,259013,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),927720,622136,300938,1063693,831013,562868,269242,950481,735808,492267,869912,819936,425116,703575,
归属于母公司所有者的净利润(万元),918576,617679,298809,1061058,827967,560953,268735,949743,735054,491797,868495,818550,425116,703575,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),9144,4457,2129,2635,3046,1915,507,738,755,470,1418,1386,--,--,
基本每股收益,0.8,0.54,0.26,0.98,0.78,0.54,0.26,0.91,0.71,0.47,0.84,0.86,--,0.77,
稀释每股收益,0.8,0.54,0.26,0.98,0.78,0.54,0.26,0.91,0.71,0.47,0.84,0.86,--,0.77,
