报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),158,607,410,270,147,457,349,250,116,718,165,84,31,1564,1336,1291,410,1262,1057,572,289,2024,191,137,75,397,299,236,45,169,112,77,34,139,103,72,14,115,85,56,16,162,79,51,22,298,264,162,58,124,99,78,14,
销售费用(万元),380,1510,1150,739,330,1415,1003,676,361,1209,767,503,240,1460,1009,674,340,1502,998,664,321,1393,1001,668,355,1442,1092,736,403,1339,978,658,299,1274,932,592,273,927,681,446,250,1293,829,497,225,2736,2023,1399,1365,3204,2392,1518,663,
管理费用(万元),1849,8752,5578,4196,2061,9310,5579,3526,1904,7890,5192,3407,1806,10206,5396,3174,1447,7600,5381,2616,1556,6991,4457,2790,1364,7597,4585,3290,1401,7174,3615,2585,1267,6356,3881,2533,1206,2691,2039,1294,625,3325,2066,1370,629,5096,3800,2921,1692,3876,2282,1463,664,
财务费用(万元),1595,9283,5720,3848,1890,7234,5096,3249,1706,7449,4670,3009,1358,4863,3738,2654,1392,5935,4495,2863,967,3742,2471,1707,847,5338,4235,2961,973,3924,2230,1499,672,3189,2223,1234,530,1034,822,637,424,1510,811,533,221,2984,2364,2029,1037,2977,1816,1306,531,
资产减值损失(万元),-2,563,49,50,--,34967,-4915,-4915,--,7527,6382,1197,--,5239,2521,2521,--,608,-45,-59,--,3093,3455,3455,--,640,-2085,308,--,3764,1194,1989,--,10621,365,390,--,1053,29,29,--,349,--,--,--,-59,-145,--,0,342,20,--,0,
公允价值变动收益(万元),8310,--,--,--,--,--,8,-1,15,65,73,67,76,-12,-50,16,--,-65,--,--,--,54,1,1,--,3,--,--,--,-6,--,--,--,-42,-43,-43,-40,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
投资收益(万元),2309,46716,37421,36526,6993,56034,31666,20284,5363,71892,57587,44835,6686,59561,40801,37394,12130,47830,49218,30767,10217,38514,36627,26577,3394,28022,22717,11564,2277,86399,77527,55447,33147,57795,23819,11478,4546,288,256,139,48,696,528,389,280,741,577,268,111,629,437,344,141,
对联营企业和合营企业的投资收益(万元),246,3701,3419,3015,254,13741,4532,3074,-22,-60,2816,1051,-947,2183,2641,2581,-916,2908,5847,4022,-80,2028,1894,1129,-235,7054,5975,4754,1817,18788,15960,12748,33147,22124,14092,10389,3486,288,256,139,48,495,356,--,108,--,--,--,0,--,--,--,0,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7834,30575,28081,30073,3845,10450,30158,21612,2820,52417,44440,39116,4301,41196,30186,29515,9036,39024,42001,27382,8423,29196,29744,20888,2171,22060,21541,9735,855,77557,73966,51654,32200,41906,20509,9311,3486,-1243,-692,-906,-800,533,585,387,161,835,1037,630,-504,543,418,509,223,
营业外收入(万元),--,152,24,21,--,2217,61,40,24,642,285,18,6,225,19,13,6,122,4,2,--,73,10,9,9,576,22,16,3,168,85,0,0,8718,27,24,--,287,255,123,239,393,30,2,2,498,170,249,3,351,320,310,7,
营业外支出(万元),0,214,17,15,3,208,-778,-794,1,1816,8,6,4,7757,2,51,0,103,3,3,0,2,0,0,0,35,9,9,5,64,5,2,1,831,19,13,9,103,91,79,10,66,42,41,0,52,12,4,0,2,-2,-2,-3,
非流动资产处置损失(万元),--,--,--,--,--,--,3,--,--,52,--,--,--,94,0,0,--,3,--,--,--,--,--,--,--,--,--,--,--,10,--,--,--,674,--,--,--,--,0,--,--,--,--,--,--,--,8,0,0,--,--,--,0,
利润总额(万元),7834,30512,28088,30079,3842,12459,30997,22446,2843,51242,44717,39129,4304,33665,30204,29477,9041,39042,42002,27381,8423,29266,29754,20897,2180,22601,21555,9743,854,77661,74046,51652,32199,49793,20517,9322,3477,-1059,-529,-862,-570,860,574,347,162,1280,1195,875,-502,892,740,821,233,
所得税费用(万元),2133,11583,6142,6058,1095,8075,5954,3292,1043,13660,10990,7986,63,11147,6851,6815,1792,7922,9691,4912,808,6718,7280,4728,-140,4609,5707,1827,-5,11454,11287,7742,6771,6206,18,-66,36,393,102,63,4,148,116,67,30,92,-51,--,0,-120,153,96,27,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5701,18929,21946,24021,2746,4383,25043,19154,1800,37582,33727,31143,4241,22518,23353,22663,7250,31120,32311,22469,7615,22548,22473,16169,2319,17992,15848,7916,858,66207,62759,43911,25428,43587,20499,9388,3441,-1452,-631,-925,-574,712,457,280,132,1188,1246,875,-502,1013,587,725,206,
归属于母公司所有者的净利润(万元),5520,18692,21689,23773,2734,4315,24602,18843,1672,37231,33205,30798,4057,22408,22959,22393,7322,30163,31904,22151,7634,21892,22188,16042,2397,17796,15775,7901,820,66118,62777,43976,25432,43657,20400,9329,3433,-1455,-659,-939,-579,464,381,237,112,557,782,557,-522,566,216,475,101,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),181,237,256,249,12,68,441,311,128,351,522,345,184,109,394,269,-72,957,407,318,-19,657,285,127,-77,196,73,15,38,89,-18,-65,-4,-70,99,59,8,3,28,14,5,247,76,43,20,631,464,318,21,447,371,250,105,
基本每股收益,0.07,0.25,0.29,0.32,0.04,0.06,0.33,0.25,0.02,0.5,0.45,0.41,0.05,0.3,0.31,0.3,0.1,0.41,0.43,0.3,0.1,0.29,0.3,0.22,0.03,0.24,0.21,0.11,0.01,0.89,0.84,0.59,0.68,1.17,0.55,0.25,0.09,-0.07,-0.03,-0.05,-0.03,0.02,0.02,0.01,0.01,0.03,0.04,0.03,-0.03,0.03,0.01,0.02,0.01,
稀释每股收益,0.07,0.25,0.29,0.32,0.04,0.06,0.33,0.25,0.02,0.5,0.45,0.41,0.05,0.3,0.31,0.3,0.1,0.41,0.43,0.3,0.1,0.29,0.3,0.22,0.03,0.24,0.21,0.11,0.01,0.89,0.84,0.59,0.68,1.17,0.55,0.25,0.09,-0.07,-0.03,-0.05,-0.03,0.02,0.02,0.01,0.01,0.03,0.04,0.03,-0.03,0.03,0.01,0.02,0.01,
