报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,
营业总收入(万元),195498,374092,316272,236227,149154,295750,239292,180372,113660,255438,206036,153848,94138,242492,191176,144260,87368,239974,192104,141251,--,251542,205113,152489,103527,259376,224234,
营业收入(万元),195399,373604,315879,235984,149019,295221,239292,180372,113660,255438,206036,153848,94138,242492,191176,144260,87368,239974,192104,141251,--,251542,205113,152489,103527,259376,224234,
利息收入(万元),99,488,393,--,135,529,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),114562,241892,190434,129848,85279,185892,144030,99412,64291,163013,125645,86802,53458,159162,118591,83909,50972,155235,118115,81042,--,160691,122232,85331,39208,168715,153658,
营业成本(万元),49536,101354,86364,66241,38229,83527,69046,52888,29542,74170,62859,46523,25199,72735,59392,44739,23934,70566,59328,44682,--,74000,63938,46767,28941,73314,64699,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),138,1439,418,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
