报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
营业总收入(万元),79257,51211,31566,12373,129895,132109,84630,39060,169618,123271,65835,32689,163573,118075,70600,36866,82377,39051,10533,4464,12111,7524,4565,2377,14137,10652,6424,2277,11562,8047,10648,7294,7749,5129,3219,
营业收入(万元),79257,51211,31566,12373,129895,132109,84630,39060,169618,123271,65835,32689,163573,118075,70600,36866,82377,39051,10533,4464,12111,7524,4565,2377,14137,10652,6424,2277,11562,8047,10648,7294,7749,5129,3219,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),67905,42354,25573,10873,117742,121535,77480,36320,152373,110220,59375,29762,170636,107763,66358,35309,79088,36942,10653,4863,13608,8387,4901,2357,13086,9690,5556,1897,9100,6442,7819,5394,5508,3681,2420,
营业成本(万元),54996,34670,20616,7436,96658,101739,65442,30872,131864,95821,50510,25462,131380,96413,58457,30819,67790,30311,7586,3332,8520,4987,2859,1480,8770,6251,3538,1103,5544,3788,4693,3061,3059,2253,1353,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2719,1604,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),781,512,244,66,934,714,606,402,1471,732,429,429,825,546,210,70,571,207,68,23,70,51,35,13,88,38,19,7,115,98,119,83,117,52,42,
销售费用(万元),3555,2572,1736,743,4060,4041,2154,996,3494,2648,1643,691,3931,2892,1973,1063,2635,1597,798,412,1418,892,576,274,1505,1046,657,307,1111,946,1119,904,929,547,384,
管理费用(万元),7503,5550,4448,2136,13111,11931,7463,3640,14538,9947,6292,3043,13391,8354,6203,3415,7875,4477,2354,1175,3801,2735,1651,701,3175,2674,1527,594,2263,1559,1851,1367,1379,795,669,
财务费用(万元),-3639,-3142,-2038,-50,1477,1957,1142,325,213,706,306,111,312,386,280,198,195,-66,-212,-80,-312,-297,-239,-112,-494,-347,-213,-114,52,49,19,-7,-11,-5,-16,
资产减值损失(万元),1990,587,567,543,1501,1152,672,85,793,366,196,27,20799,-828,-766,-256,23,415,60,--,111,19,19,--,43,27,27,--,14,3,18,-15,35,39,-11,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,145,-145,--,
投资收益(万元),603,446,463,440,-7065,-121,-146,-68,428,97,-35,--,51,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-83,8,58,
对联营企业和合营企业的投资收益(万元),-35,295,316,10,-191,-192,-189,-111,426,--,--,--,51,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),13122,9712,6822,2106,5212,10570,7115,2672,17673,13149,6425,2927,-7012,10312,4242,1557,3289,2109,-120,-399,-1497,-863,-336,20,1051,962,868,380,2463,1605,2829,1900,2302,1311,856,
营业外收入(万元),341,450,287,1,590,980,298,197,1139,751,290,94,715,363,266,233,312,165,129,82,791,447,407,9,378,221,183,169,158,67,466,293,100,100,16,
营业外支出(万元),52,43,41,30,99,217,31,5,89,144,98,77,221,171,88,54,359,187,10,10,1,--,--,--,0,0,0,0,13,--,0,0,0,0,0,
非流动资产处置损失(万元),--,--,--,--,--,6,5,0,56,9,3,--,205,--,1,--,23,--,--,--,--,--,--,--,--,--,--,--,13,--,0,0,--,--,--,
利润总额(万元),13410,10119,7068,2077,5703,11333,7381,2863,18723,13755,6617,2945,-6517,10504,4420,1736,3242,2086,-1,-327,-707,-417,71,29,1429,1183,1051,549,2608,1672,3294,2192,2402,1411,872,
所得税费用(万元),1706,1329,897,288,2409,2146,1342,529,2748,2239,1141,533,1943,1916,962,323,1056,581,183,66,178,41,12,5,196,210,175,94,344,221,471,400,153,79,80,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),11705,8790,6171,1789,3294,9187,6039,2335,15975,11517,5476,2412,-8460,8587,3458,1414,2185,1505,-184,-393,-885,-457,60,24,1232,973,876,455,2264,1450,2824,1792,2249,1332,792,
归属于母公司所有者的净利润(万元),11380,8521,6041,1777,2228,8150,5188,2018,12570,9066,4075,1857,-11146,6797,2575,1087,1116,855,-389,-500,-885,-457,60,24,1232,973,876,455,2264,1450,2824,1792,2249,1332,792,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4624,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-22,
少数股东损益(万元),324,269,130,12,1067,1036,851,316,3405,2451,1401,555,2686,1791,883,327,1069,650,206,107,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.46,0.34,0.24,0.07,0.09,0.33,0.21,0.08,0.56,0.4,0.18,0.08,-0.48,0.29,0.2,0.09,0.12,0.07,-0.05,-0.06,-0.12,-0.06,0.01,0,0.22,0.18,0.16,0.1,0.66,0.42,0.82,0.52,0.7,0.42,0.25,
稀释每股收益,0.46,0.34,0.24,0.07,0.09,0.33,0.21,0.08,0.56,0.4,0.18,0.08,-0.48,0.29,0.2,0.09,0.12,0.07,-0.05,-0.06,-0.12,-0.06,0.01,0,0.22,0.18,0.16,0.1,0.66,0.42,0.82,0.52,0.7,0.42,0.25,
