报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),36563,23763,11464,40597,29051,19081,8984,33837,24024,28443,13737,20010,10475,6414,
营业收入(万元),36563,23763,11464,40597,29051,19081,8984,33837,24024,28443,13737,20010,10475,6414,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),26582,16825,8283,31199,22343,14586,6709,25253,18035,21862,10005,16229,8533,5909,
营业成本(万元),21887,13754,6642,23736,17280,11101,5212,19730,14110,16668,7850,12245,6451,4091,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),59,43,17,41,0,--,--,0,0,--,--,-2,147,304,
销售费用(万元),115,76,45,--,--,--,--,--,--,--,--,--,--,--,
管理费用(万元),3329,2097,1000,4927,3149,2187,870,3315,2338,3187,1193,2686,1453,1271,
财务费用(万元),1192,738,580,2511,1912,1297,628,2193,1582,2007,961,1299,482,243,
资产减值损失(万元),--,117,--,-15,2,2,--,15,5,35,--,--,--,--,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,23,23,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),9982,6939,3181,9398,6708,4495,2275,8608,6012,6546,3732,3782,1942,504,
营业外收入(万元),377,253,5,95,80,32,29,89,72,498,59,118,130,321,
营业外支出(万元),0,0,0,0,0,--,--,6,5,120,120,2,1,1,
非流动资产处置损失(万元),--,--,--,--,--,--,--,0,--,--,--,1,--,--,
利润总额(万元),10358,7192,3186,9493,6788,4527,2304,8691,6078,6924,3671,3897,2072,824,
所得税费用(万元),2143,1555,786,1670,1097,708,410,1477,1266,1028,569,568,264,197,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),8216,5637,2400,7823,5691,3819,1894,7214,4813,5896,3102,3329,1808,627,
归属于母公司所有者的净利润(万元),8216,5637,2400,7823,5691,3819,1894,7214,4813,5909,3102,3329,1808,627,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,-12,-0,-0,--,--,
基本每股收益,0.4,0.28,0.12,0.5,0.36,0.24,0.12,0.46,0.3,0.38,0.21,0.2,0.11,0.04,
稀释每股收益,0.4,0.28,0.12,0.5,0.36,0.24,0.12,0.46,0.3,0.38,0.21,0.2,0.11,0.04,
