报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),95072,184607,61434,53932,47236,165488,78079,69189,52548,130631,43876,35903,15510,157960,138990,81322,11331,87219,71135,54340,27666,110588,91914,52038,25707,123173,118958,79471,21032,120802,60123,43865,27673,63498,40097,14288,5271,30324,22008,19229,11529,42928,15160,12566,2453,30981,17902,10141,3011,
营业收入(万元),95072,184607,61434,53932,47236,165488,78079,69189,52548,130631,43876,35903,15510,157960,138990,81322,11331,87219,71135,54340,27666,110588,91914,52038,25707,123173,118958,79471,21032,120802,60123,43865,27673,63498,40097,14288,5271,30324,22008,19229,11529,42928,15160,12566,2453,30981,17902,10141,3011,
利息收入(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
已赚保费(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
手续费及佣金收入(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
营业总成本(万元),63488,128875,39277,30944,23738,127220,64705,56030,43292,106279,32626,26314,11453,124017,105695,63165,9163,68777,59421,44286,23665,90391,75768,43468,22626,95466,89344,55225,17309,98008,44607,32766,20479,48866,29641,11127,4024,21558,17055,15102,9311,37388,16805,14537,3280,40504,20621,12157,4163,
营业成本(万元),40304,82357,29390,24508,20007,105958,55659,49155,38674,89448,26891,21606,9581,99965,85958,51685,6806,54740,47328,35863,19449,77641,65132,36905,19990,76278,75366,45676,14479,83177,36455,26500,17051,39651,23917,7618,2756,16027,11307,10237,6608,27930,13403,11963,2209,28578,16766,9508,3048,
利息支出(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
手续费及佣金支出(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
退保金(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
赔付支出净额(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
提取保险合同准备金净额(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,--,0,--,0,--,0,--,0,
保单红利支出(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
分保费用(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
营业税金及附加(万元),21095,34803,1344,497,-265,14176,5753,5029,3296,12144,4606,3993,1644,19039,15783,8420,995,7722,7199,5143,2758,6219,6395,3769,1478,12941,9223,6447,1738,10345,5203,4386,2830,5260,3192,1985,425,2480,3685,3241,1881,5677,405,265,78,526,82,94,25,
销售费用(万元),258,2232,1225,775,470,3623,1055,470,223,2708,1064,637,303,3236,2181,1260,615,2655,1816,1251,626,2409,847,558,261,2161,1566,950,190,1077,590,327,130,1029,604,324,139,875,431,321,144,355,221,114,54,514,199,126,88,
管理费用(万元),864,4575,2561,1669,820,3840,2832,1876,1205,5182,3034,1845,820,4259,3314,2397,922,4003,3278,2128,870,4325,3514,2309,825,3782,3032,1999,707,3663,2735,1830,626,2863,1930,1179,689,2203,1499,1212,590,3076,2445,1867,715,4013,3193,2476,641,
财务费用(万元),1043,3006,2064,807,45,-584,-620,-527,-118,-3285,-3041,-1770,-895,-2492,-1570,-592,-171,-346,-196,-96,-39,-75,-124,-72,72,157,151,148,196,-218,-353,-257,-139,-30,-4,23,15,4,115,97,50,465,449,390,224,1562,1078,648,361,
资产减值损失(万元),-76,1902,2693,2688,2661,205,27,27,14,82,72,2,1,9,28,-5,-4,3,-4,-2,-0,-127,4,0,0,147,6,6,-0,-36,-23,-20,-20,93,1,-0,-0,-31,18,-5,38,-116,-118,-63,0,5312,-696,-696,0,
公允价值变动收益(万元),0,--,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,0,0,0,--,--,--,--,--,0,0,--,0,--,0,--,0,--,0,
投资收益(万元),395,659,1166,852,326,1317,1317,815,498,33,0,0,0,758,771,771,766,0,0,0,--,318,157,97,0,25,627,627,--,--,--,0,0,0,--,--,--,12,--,0,0,35,36,36,0,321,12,24,0,
对联营企业和合营企业的投资收益(万元),395,417,0,0,0,--,0,0,0,0,--,0,0,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,0,0,--,0,0,0,--,0,
汇兑收益(万元),0,--,0,0,0,--,0,0,0,0,--,0,0,--,0,--,0,0,--,0,--,0,--,0,0,0,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,336,--,0,--,923,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,
营业利润(万元),32006,56547,23323,23839,23824,39586,14691,13974,9754,24386,11251,9588,4056,34701,34067,18928,2933,18442,11713,10054,4001,20515,16303,8667,3081,27732,30240,24873,3722,22795,15516,11100,7195,14632,10456,3161,1247,8779,4953,4126,2218,5576,-1610,-1934,-490,-9203,-2708,-1992,-228,
营业外收入(万元),0,24,151,81,30,1090,1049,1004,956,96,62,32,5,965,956,931,2,3853,1178,1177,1177,1053,929,928,0,4978,2480,2407,--,3875,954,934,0,4410,799,797,--,4487,836,836,41,7002,3605,3585,20,2804,1553,1020,5,
营业外支出(万元),0,15,1,1,1,13,13,2,2,9,0,0,0,32,0,0,0,0,0,0,0,0,-45,-45,144,45,0,--,--,4,0,0,0,0,0,0,--,134,124,123,1,79,79,76,71,92,64,38,16,
非流动资产处置损失(万元),--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,--,0,--,0,0,0,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,--,0,--,0,--,0,--,0,
