报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),1174140,737923,324435,1941496,1164049,854335,291946,1129163,761478,484377,261044,1213998,500565,331562,171156,924607,516381,368836,146404,807505,439284,289094,159611,632573,419505,267726,138466,479880,300796,187737,80874,291872,197913,120392,50296,169543,113106,71856,165252,112438,131549,137630,
营业收入(万元),1174140,737923,324435,1941496,1164049,854335,291946,1129163,761478,484377,261044,1213998,500565,331562,171156,924607,516381,368836,146404,807505,439284,289094,159611,632573,419505,267726,138466,479880,300796,187737,80874,291872,197913,120392,50296,169543,113106,71856,165252,112438,131549,137630,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),1169792,736628,322225,1917238,1163572,853343,319126,1133104,785388,495527,257925,1156708,540872,359661,175754,898844,534422,369401,159725,800400,470803,312107,170213,606647,401967,254025,132512,457947,286490,177439,77452,274670,185457,110177,46926,150167,99860,62779,149365,102634,114914,125910,
营业成本(万元),974093,603703,275627,1613007,986186,725003,257781,908217,631102,392628,210209,937840,409123,272115,136015,712406,422578,299756,125797,647039,381729,252615,144222,508494,346614,219409,115159,413586,259778,160717,70486,254767,168980,100048,42431,134844,89454,56119,134886,93288,107161,119611,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),37466,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),3954,2389,982,6667,4075,3009,1297,5650,983,170,643,6285,1341,926,309,4394,1743,1411,1118,4843,793,563,399,2467,527,330,107,910,511,345,123,440,282,223,92,424,244,184,518,192,215,250,
销售费用(万元),42615,26914,10090,51522,39704,27116,13127,49148,32621,23235,12774,33416,26439,18634,11421,33768,21158,13941,5723,28673,18820,12708,6608,24668,17773,11288,5333,13740,7710,4745,2234,8697,6287,4095,1925,6208,4302,2853,4081,2724,2535,2542,
管理费用(万元),36209,48127,19006,103844,72880,50993,23527,98910,61995,41442,21541,80104,51039,32299,16195,62410,41525,24831,15323,43258,30292,18778,8536,29808,20878,13435,7146,19262,12786,8861,3832,8834,8989,5332,2404,5185,3247,1975,3983,2952,2688,2012,
财务费用(万元),60357,41022,20707,84206,53229,36080,16651,52464,35831,21740,12200,51990,37980,27569,11996,59944,37910,21871,10894,55134,32828,21512,9900,31268,14648,8569,4118,7347,3937,1846,656,1384,544,197,87,2851,2193,1385,4293,3334,2132,1308,
资产减值损失(万元),15098,14473,-4187,57992,7498,11142,6744,18716,22856,16312,558,47072,14949,8117,-183,25921,9508,7590,871,21453,6341,5931,549,9942,1526,993,648,3102,1768,926,121,547,376,282,-13,656,420,264,1603,145,184,186,
