报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),212390,103148,56852,417156,217023,93911,55237,257117,138660,84409,39224,240900,151442,100185,41745,212369,150210,98952,36949,238593,132295,93282,47501,236087,97786,73608,30064,142440,74687,53702,24049,188287,114057,85765,47796,272898,141605,105547,45083,161045,106923,79920,31909,204991,92979,64143,30740,140378,90459,55725,28052,
营业收入(万元),212390,103148,56852,417156,217023,93911,55237,257117,138660,84409,39224,240900,151442,100185,41745,212369,150210,98952,36949,238593,132295,93282,47501,236087,97786,73608,30064,142440,74687,53702,24049,188287,114057,85765,47796,272898,141605,105547,45083,161045,106923,79920,31909,204991,92979,64143,30740,140378,90459,55725,28052,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业总成本(万元),181304,92858,51749,377351,195593,82478,44735,248010,140184,82447,37432,232054,149592,98065,38993,198602,139203,91899,31215,215516,119096,82863,41757,213304,88797,65188,25059,131107,69313,48635,21823,167115,101204,74381,40375,249058,125467,89892,38543,149126,100781,74857,30729,191597,88075,60745,29396,129350,82148,52787,26912,
营业成本(万元),164101,79675,36740,311387,164733,66170,37179,204485,115305,66544,27108,165091,104791,65539,28556,159279,112215,73336,21690,170623,92736,65200,30728,173111,66073,49443,19489,104204,52987,37348,16571,136404,80600,58479,31811,197498,94689,68442,29209,122648,79928,60200,24394,151669,68883,47638,23794,104474,68728,45170,23618,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
营业税金及附加(万元),8685,4717,4586,22654,6447,3143,2234,9388,2373,1031,1052,13295,8595,6588,932,9197,5087,2930,512,14999,8310,6303,3571,11807,5815,5004,905,5933,3191,2397,484,12384,8252,7248,4415,25494,15028,11270,4145,4881,4974,3835,1354,13276,4152,3051,1705,8256,4475,2762,1364,
销售费用(万元),3054,1453,878,6252,3724,2141,1016,5019,2727,1701,748,4146,2160,1289,633,3332,2526,1872,917,3920,1946,1315,614,3446,2277,1532,612,2985,1786,1192,603,1691,1044,745,440,3537,3043,2301,1565,3550,2664,1637,511,3788,2567,2532,725,4001,2673,1401,377,
管理费用(万元),11238,7026,3001,15538,9118,5391,2407,16669,9173,6703,3976,12031,8924,6634,3849,11567,8110,5804,2990,12077,7826,5472,2764,11157,7346,4784,2220,8219,5780,4020,2072,7899,5797,3973,1812,10060,5961,3776,1727,8445,5904,4029,2156,8257,4869,3320,1308,7162,5049,2902,1535,
财务费用(万元),-5300,200,6582,15210,11422,5761,2017,10550,11085,6946,4618,35805,18768,11835,5263,14768,11384,7900,4122,14946,11489,7754,3885,11139,7595,4530,1865,8767,6331,4476,2227,7526,5754,4016,1883,9445,5969,3473,1230,7803,7683,5326,2473,8450,6237,4166,1893,7608,4533,2708,1002,
资产减值损失(万元),-475,-214,-39,6311,148,-128,-119,1898,-478,-478,-70,1686,6353,6179,-240,459,-119,58,984,-1048,-3211,-3181,195,2645,-310,-104,-33,999,-762,-797,-133,1212,-243,-80,13,3024,777,631,668,1799,-373,-170,-160,6158,1367,38,-29,-2151,-3308,-2156,-983,
公允价值变动收益(万元),-35,-113,-3,-179,-30,-12,14,-62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-2,-2,-2,-2,2,--,--,--,--,--,0,-1,--,5,0,--,--,-52,-40,-22,0,34,16,0,0,--,--,--,
投资收益(万元),45,84,-13,-278,176,167,--,24991,3586,2611,-9,5579,4992,5159,153,1184,-132,2,7,152,-88,-25,-178,-137,-196,-155,-109,977,1203,372,207,1337,825,852,-108,363,267,79,-407,2094,1263,919,905,5589,3229,322,-23,372,-570,177,-88,
对联营企业和合营企业的投资收益(万元),-123,-77,-13,17,--,--,--,-304,1827,-3,55,196,-399,-232,-108,598,-173,-39,7,157,-88,-25,-178,-286,-308,-247,-113,832,1061,234,-90,664,147,177,-136,-284,-212,-492,-392,358,-7,3,-14,0,11,-13,-37,0,-48,-20,-48,
汇兑收益(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,
