报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
营业总收入(万元),25388,275192,133956,109715,86120,262675,164806,116391,71432,188112,70039,25260,18817,176034,117601,75119,33539,157549,87357,58621,31820,121064,55525,34424,15546,109653,83853,44153,21236,84769,72685,45795,28112,74833,37224,20117,2358,42577,23582,20440,16519,41822,14181,30458,24461,30078,
营业收入(万元),25388,275192,133956,109715,86120,262675,164806,116391,71432,188112,70039,25260,18817,176034,117601,75119,33539,157549,87357,58621,31820,121064,55525,34424,15546,109653,83853,44151,21236,84769,72685,45791,28112,74833,37224,20110,2358,42577,23582,20383,16519,41822,14181,30458,24461,30078,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,3,--,--,--,7,0,--,--,56,--,0,--,0,--,--,
营业总成本(万元),24077,253326,131556,106143,79700,247601,156587,107544,62456,175902,70906,27528,17973,152921,109509,69233,31753,136732,81150,54202,29541,101869,46278,27306,13475,88539,66619,34730,17066,66465,57136,32493,20267,59963,30260,17465,2111,31274,17574,15083,11689,30475,10175,20222,15873,24732,
营业成本(万元),15717,201110,98114,83699,66415,216275,134391,94077,53094,140024,50653,17255,12341,125715,91322,56881,26409,116725,67256,44502,24110,81930,35205,20512,10305,71388,54639,27096,13896,52112,44502,24548,15235,49447,25302,14925,1328,22603,12226,10691,8571,24358,7721,15774,12913,21102,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,0,--,--,
