报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
营业总收入(万元),8125,36844,24568,17410,8629,34186,21827,15486,7763,34473,21957,15264,7109,38870,25769,17100,7379,29544,17602,13051,6190,26486,16414,10713,5826,22463,15263,9703,4979,20075,14253,9506,4538,18152,13653,9028,17026,12431,15839,11873,
营业收入(万元),8125,36844,24568,17410,8629,34186,21827,15486,7763,34473,21957,15264,7109,38870,25769,17100,7379,29544,17602,13051,6190,26486,16414,10713,5826,22463,15263,9703,4979,20075,14253,9506,4538,18152,13653,9028,17026,12431,15839,11873,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
营业总成本(万元),7412,34349,21343,15194,6663,32405,19972,12859,6303,32514,20036,13487,5711,32755,21018,13578,5937,24017,13430,9829,4874,21456,13027,8468,4464,16598,11106,6968,3687,14793,10451,7123,3569,13388,10036,6652,12733,9291,12421,9290,
营业成本(万元),4973,21571,12765,8991,4099,20923,12206,7915,3712,20602,11921,7949,3306,21921,13822,8936,3729,17543,9665,7305,3239,16190,9751,6087,3041,12836,8564,5403,2648,10830,7842,5296,2325,10082,7586,4842,9944,7520,9936,7058,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,
