报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),45690,184237,123773,76389,30821,159578,110949,65761,26745,118952,82719,51059,23461,113275,78053,49888,21535,117772,85069,55780,22738,102646,69605,44977,19620,100334,70840,44560,18142,97980,69819,46297,19954,91834,63193,39101,15810,77601,53882,35515,15242,80987,56744,37488,15195,67482,44986,28872,12525,51153,34685,21585,10322,
营业收入(万元),45690,184237,123773,76389,30821,159578,110949,65761,26745,118952,82719,51059,23461,113275,78053,49888,21535,117772,85069,55780,22738,102646,69605,44977,19620,100334,70840,44560,18142,97980,69819,46297,19954,91834,63193,39101,15810,77601,53882,35515,15242,80987,56744,37488,15195,67482,44986,28872,12525,51153,34685,21585,10322,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),37800,151211,98714,59316,25169,137478,96525,59718,25568,108425,76676,49183,22703,107201,75184,49091,20836,109501,79375,52669,21306,93675,63919,41603,18353,90988,64558,40992,16866,85132,60059,39721,17639,78103,53336,33059,13382,64890,44391,28749,12549,65504,45275,29512,12182,52049,34894,22498,9834,41213,28490,18024,8559,
营业成本(万元),27165,106663,71485,43481,18433,99810,71066,43328,18857,79933,56484,35945,16894,79955,54728,34709,14857,83162,60223,39698,15996,71506,48678,31658,13981,71018,50823,32374,13204,66866,47834,32043,14310,62167,42650,26253,10514,49918,34302,22334,9707,49786,34225,22277,8960,40020,26657,17231,7408,30873,21281,13474,6566,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
