报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),13243,34664,26338,16152,8061,32228,25571,17869,9189,28750,21726,14604,7166,18540,12296,7646,3782,13849,9890,6760,4077,19742,12953,22160,14520,11265,9233,
营业收入(万元),13243,34664,26338,16152,8061,32228,25571,17869,9189,28750,21726,14604,7166,18540,12296,7646,3782,13849,9890,6760,4077,19742,12953,22160,14520,11265,9233,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),11802,33672,25102,16065,8129,29975,22990,15646,7971,25330,18437,12191,5478,15505,10214,6417,2621,10192,7213,4701,2748,14517,10404,14785,8196,7224,5765,
营业成本(万元),10433,27319,20720,12998,6505,23035,17616,12089,6011,19937,14734,10078,4491,11829,7988,5016,1910,7046,4248,2610,1676,9745,7214,9446,4327,3333,3910,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),380,1900,1093,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),39,112,82,47,22,127,89,73,42,152,123,91,27,76,59,38,19,217,192,166,125,579,410,736,472,350,234,
销售费用(万元),89,708,568,402,205,678,543,356,260,682,368,330,142,609,394,279,129,764,561,413,260,1419,885,1694,984,855,191,
管理费用(万元),853,3774,2699,2669,1368,6281,4645,3081,1434,4699,3325,1797,808,3404,2243,1385,709,2573,1839,1185,623,2597,1877,3102,2749,2742,1441,
财务费用(万元),-8,-168,-123,-108,-17,-178,-67,-61,-11,-203,-183,-149,-85,-565,-530,-336,-137,-185,-33,-32,-31,-255,-228,-318,-408,-22,-44,
资产减值损失(万元),16,26,64,56,47,32,164,109,234,62,70,44,96,152,60,36,-10,-223,405,359,94,433,246,125,71,-35,32,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),134,1616,905,487,116,1201,712,547,105,644,664,404,181,822,564,395,213,641,518,322,135,211,95,--,-3,67,37,
对联营企业和合营企业的投资收益(万元),-38,-76,-78,-65,-34,38,-1,7,1,28,34,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),1574,2638,2155,579,48,3682,3294,2770,1323,4064,3953,2817,1869,3857,2647,1624,1375,4298,3195,2381,1465,5436,2644,7375,6321,4108,3506,
