报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),59374,36483,13336,69521,49262,29376,10239,70971,28439,65495,61417,54092,
营业收入(万元),59374,36483,13336,69521,49262,29376,10239,70971,28439,65495,61417,54092,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),52686,32710,12502,61741,43065,26128,9498,63275,25540,59598,57951,51721,
营业成本(万元),40206,25038,9441,47699,33469,20174,7261,49272,19910,46278,46338,43215,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),293,182,66,362,209,110,24,343,139,271,222,196,
销售费用(万元),7237,4168,1719,7697,5153,2962,961,7093,2341,6832,4924,3942,
管理费用(万元),4824,3155,1168,5463,3802,2540,1089,5616,2600,4870,5131,3633,
财务费用(万元),78,117,79,561,424,332,163,896,496,1081,794,471,
资产减值损失(万元),50,50,30,-41,9,9,-0,55,55,266,542,265,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),348,39,17,70,16,16,3,48,21,-888,77,6,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7120,3869,851,7849,6212,3264,744,7744,2920,5009,3544,2377,
营业外收入(万元),94,34,33,556,47,158,0,141,5,167,111,52,
营业外支出(万元),3,3,--,157,9,8,8,16,3,65,131,38,
非流动资产处置损失(万元),--,--,--,138,3,3,3,5,--,49,120,27,
利润总额(万元),7211,3900,884,8248,6251,3413,737,7868,2923,5111,3524,2391,
所得税费用(万元),1073,577,133,1229,931,513,111,1146,399,940,835,343,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),6138,3324,751,7018,5319,2900,626,6723,2523,4171,2689,2049,
归属于母公司所有者的净利润(万元),6138,3324,751,7018,5319,2900,626,6723,2523,4171,2590,1601,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,99,448,
基本每股收益,0.85,0.51,0.12,1.08,0.82,0.45,0.1,1.03,0.39,0.64,0.4,0.25,
稀释每股收益,0.85,0.51,0.12,1.08,0.82,0.45,0.1,1.03,0.39,0.64,0.4,0.25,
