报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),180100,1165095,917584,608268,352192,835048,522928,181343,69274,239529,170872,107157,47333,233041,179689,119139,63396,344901,264207,178751,90419,337345,264797,189453,94906,395071,295861,201232,84343,452605,336430,208615,90291,321649,225116,136147,58137,212189,153377,101508,43705,334270,217285,153316,43126,166574,108831,67984,29727,47757,39012,25347,11833,
营业收入(万元),180100,1165095,917584,608268,352192,835048,522928,181343,69274,239529,170872,107157,47333,233041,179689,119139,63396,344901,264207,178751,90419,337345,264797,189453,94906,395071,295861,201232,84343,452605,336430,208615,90291,321649,225116,136147,58137,212189,153377,101508,43705,334270,217285,153316,43126,166574,108831,67984,29727,47757,39012,25347,11833,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),109826,436000,333037,197877,108893,351314,261317,131190,61357,244865,171335,111886,50912,242142,179467,119273,63833,323556,232418,152178,74961,304682,234051,162724,82171,340174,251283,168415,75671,354792,258532,157428,68696,270317,190499,119758,53784,211304,145190,92542,39972,258233,155013,115956,36886,151933,98115,62368,27832,47444,44033,30478,13269,
营业成本(万元),85881,290134,212088,115195,59378,195518,132512,96822,46222,178677,131624,85309,37998,177198,136560,89483,48828,243838,180459,117604,59181,230993,180828,126634,66020,265714,197714,133565,55374,279239,204411,124290,52493,215784,153057,96897,42835,166208,116495,73032,28824,203295,117001,93911,28598,121351,78563,50112,22460,44343,36412,24102,11181,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),798,1878,1516,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),3849,19821,15905,10733,6439,16603,11500,4417,2218,5608,1890,1232,543,2892,2182,1297,713,3163,2562,1718,913,2607,2064,1377,639,2583,1700,1081,361,3070,2322,1436,506,1609,954,533,239,1260,953,574,305,1109,951,534,202,996,444,265,100,218,174,129,44,
销售费用(万元),5403,18478,13809,8073,4230,19327,14627,8900,4194,15214,10217,6202,3001,13412,10430,7129,3829,20051,15173,9912,4295,17736,12745,8399,4130,16567,12156,7935,3718,19471,13651,8664,4076,14519,10661,6179,2596,10486,6884,4509,2610,12467,9231,5002,1784,8805,6494,3941,2077,1172,1168,733,382,
管理费用(万元),14804,105375,90876,64403,41514,111970,94977,19977,8266,32097,25016,17221,8513,36883,29402,19808,10429,40132,29974,19133,8649,39631,27148,18219,8156,39422,28258,18319,12300,37216,27766,17750,9222,26729,18879,11728,6046,23536,15842,10818,6268,24166,17792,10370,3959,11277,7127,4529,1881,4003,2627,3149,762,
财务费用(万元),-909,-5084,-2972,-2743,1269,4141,866,619,460,3776,2608,1943,877,6269,1263,1916,300,10144,4262,3819,1924,14833,11266,8495,3226,14535,11454,7514,3918,12489,8623,5288,2398,10494,6946,4421,2069,6037,5016,3610,1965,13555,10039,6139,2342,8736,5487,3521,1314,5297,3652,2366,899,
资产减值损失(万元),0,5398,1816,2215,-3937,3755,6837,455,-5,9493,-20,-21,-21,5488,-370,-359,-267,6228,-12,-8,--,-1117,-0,-400,--,1353,--,--,--,3306,1759,--,--,1182,0,0,-1,3777,--,--,--,3642,--,--,--,767,--,--,0,-7590,--,--,--,
公允价值变动收益(万元),8444,-3843,-7356,-7306,-1923,-4303,-2602,755,175,-572,-646,1029,1269,-2207,333,8360,5613,2207,1744,-85,-46,-575,-219,-131,-179,69,-784,-394,291,-2018,-1382,-457,3,-0,-3,-7,--,-0,--,73,22,-73,--,-31,-2,2,--,--,0,23,--,13,--,
投资收益(万元),6884,5902,12686,7881,1908,881,4599,1383,1002,11386,6955,3851,1993,13888,6815,3774,1284,7564,1904,248,9,1815,1130,704,294,-29,647,154,-200,975,509,5,1,165,129,115,113,-20,34,-50,-1,-297,-63,7,2,277,4,32,5,58,-255,41,-19,
对联营企业和合营企业的投资收益(万元),--,-3259,-359,--,--,-13409,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,0,--,--,--,--,-49,--,0,--,--,--,--,
