报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
营业总收入(万元),4045,24450,21367,21084,15389,39189,23192,14767,5275,78164,29308,7817,2526,57926,20554,16642,5973,54003,28364,20552,4683,53270,21148,16766,2518,37216,18688,15097,1359,20836,15142,12521,422,19561,16150,13748,38,15320,12238,37,13362,11171,
营业收入(万元),4045,24450,21367,21084,15389,39189,23192,14767,5275,78164,29308,7817,2526,57926,20554,16642,5973,54003,28364,20552,4683,53270,21148,16766,2518,37216,18688,15097,1359,20836,15142,12521,422,19561,16150,13748,38,15320,12238,37,13362,11171,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
营业总成本(万元),3023,84606,15648,12764,8028,23232,14852,10039,3339,49898,23485,7262,2587,33035,15793,12095,5528,31523,18609,12836,4376,37415,12878,9269,2479,21060,9361,6964,1214,11357,8821,7015,1125,14722,10593,8647,409,10628,8107,739,8849,7716,
营业成本(万元),1492,7471,5971,5039,4147,6199,5660,4123,506,38925,15654,3622,733,20805,5753,4796,1335,19212,10267,7738,2128,28541,7567,5932,1185,16220,5879,4710,536,7473,5344,4628,90,9982,8185,7507,30,8482,6461,32,7317,6539,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
