报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
营业总收入(万元),26498,121598,88235,57401,23753,114001,80580,52318,22227,102012,76609,49141,19665,105319,76508,51977,20198,105927,--,50108,19471,99501,95879,71911,56648,
营业收入(万元),26498,121598,88235,57401,23753,114001,80580,52318,22227,102012,76609,49141,19665,105319,76508,51977,20198,105927,--,50108,19471,99501,95879,71911,56648,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),26768,116188,84075,55048,25315,111061,77718,50539,23117,104160,74928,46979,21219,99759,72996,47725,21820,95498,--,44625,21459,89510,85321,67239,54207,
营业成本(万元),3680,20931,14821,9450,4203,20029,13440,8886,3603,20117,15507,9686,3905,20581,15748,10475,3875,20422,--,9762,3629,17874,17182,15195,12405,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),102,1019,565,415,110,756,385,266,98,551,421,246,69,579,383,266,81,655,--,318,77,766,1230,730,515,
销售费用(万元),15384,62963,43936,28498,13595,54762,39914,24573,12747,50808,37110,21810,11053,49450,36436,23525,11017,48251,--,22934,10610,46314,42421,29684,25106,
管理费用(万元),7250,30072,22703,14965,6440,29052,20471,13009,6213,27928,18547,12783,5823,24439,17290,10953,6193,23587,--,10174,6321,22474,22625,18686,15369,
财务费用(万元),-54,204,-247,-182,-95,-118,-338,-300,-232,-1647,-1005,-740,-311,-1873,-1055,-696,-27,-309,--,-204,-67,-52,425,1433,81,
资产减值损失(万元),407,998,2297,1902,1062,6580,3847,4106,688,6403,4348,3194,679,6582,4194,3204,680,2892,--,1641,889,2134,1439,1510,731,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,31,13,--,9,--,--,--,--,--,--,--,--,--,52,1175,
投资收益(万元),413,875,577,358,120,598,262,115,-15,265,92,-3,-75,-185,7,3,10,55,--,-17,0,-363,-24,-59,-564,
对联营企业和合营企业的投资收益(万元),-43,-100,-89,-53,--,--,-59,-56,-39,-68,144,-61,-75,8,-57,3,10,55,--,-17,0,-98,-83,-17,-62,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),649,9915,7135,4004,-1442,3539,3124,1894,-905,-1883,1804,2171,-1628,5385,3519,4255,-1612,10484,--,5466,-1988,9628,10534,4664,3051,
营业外收入(万元),3,21,600,587,778,2874,1274,1017,583,3772,2356,1029,187,3125,1204,703,180,2877,--,860,96,3317,2177,1408,1533,
营业外支出(万元),21,367,49,39,25,470,102,83,37,81,78,63,18,201,71,66,26,120,--,33,27,71,83,66,111,
非流动资产处置损失(万元),--,--,27,20,6,42,41,30,16,38,63,49,6,27,36,30,21,19,--,7,24,29,20,42,99,
