报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
营业总收入(万元),234502,172189,112545,56858,205514,140372,81480,36749,150910,105485,65496,27910,95948,68702,41632,20613,99051,76102,48125,21298,75363,53017,31933,13855,49519,34884,20934,9713,34691,16447,28769,17924,10502,
营业收入(万元),234502,172189,112545,56858,205514,140372,81480,36749,150910,105485,65496,27910,95948,68702,41632,20613,99051,76102,48125,21298,75363,53017,31933,13855,49519,34884,20934,9713,34691,16447,28769,17924,10502,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),220565,160675,105994,54247,202555,129019,75355,33108,135908,94512,59815,25012,87669,60819,36235,17304,80751,61856,38936,16909,60982,42602,25211,10434,38892,26820,15663,6857,26158,12063,21531,12851,8072,
营业成本(万元),183234,135352,90393,46337,160870,109267,63014,28085,114378,79705,50082,21254,73343,51896,31140,15459,70525,53869,34092,14995,53057,36826,22051,9318,33503,23259,13622,6043,22148,10154,18536,10764,7059,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),9598,6788,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),1394,975,597,295,1102,758,443,199,656,402,277,117,546,403,258,132,558,435,265,110,411,292,190,99,275,215,134,82,174,55,47,38,25,
销售费用(万元),5872,4060,2923,1440,5983,3873,2276,1000,4545,2937,1834,702,1500,1015,609,229,918,684,369,191,868,589,325,139,633,366,201,71,445,196,294,187,62,
管理费用(万元),11754,8798,9505,5007,19698,12789,8326,3554,13870,10101,6505,2578,10372,7402,4526,1723,8367,6342,3854,1802,7252,5341,3049,1193,4747,3103,1729,530,3179,1431,2404,1547,701,
财务费用(万元),-842,-891,-333,343,729,699,383,28,-344,35,98,140,-195,-337,-346,-167,-527,-245,-264,-319,-1386,-965,-719,-376,-1106,-700,-339,-11,-31,13,55,106,59,
资产减值损失(万元),9554,5594,2908,824,14172,1634,913,243,2803,1332,1020,221,2103,441,48,-73,910,771,620,130,779,518,315,60,838,577,316,141,243,215,194,208,166,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),1851,1526,907,634,2155,1841,1417,491,2423,1474,928,430,2552,2204,1814,1800,1931,525,257,--,--,--,--,--,--,--,--,--,--,--,--,--,400,
对联营企业和合营企业的投资收益(万元),-32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),18654,15415,9143,4361,5480,13194,7542,4132,17425,12446,6609,3328,10832,10087,7212,5108,20231,14771,9446,4390,14381,10415,6722,3421,10627,8064,5271,2857,8533,4384,7239,5072,2830,
营业外收入(万元),34,37,14,5,136,1767,959,343,946,255,125,65,850,594,532,37,374,290,57,27,890,888,300,8,122,71,58,11,552,231,124,281,183,
营业外支出(万元),131,133,30,7,78,983,585,10,70,56,40,--,127,118,116,1,22,2,-0,-0,26,15,6,2,31,31,31,--,4,3,18,231,10,
非流动资产处置损失(万元),--,--,--,--,--,947,550,6,63,56,40,--,122,115,115,--,3,--,--,--,10,--,--,--,31,--,--,--,--,--,--,--,--,
利润总额(万元),18557,15318,9126,4359,5539,13979,7916,4464,18300,12645,6695,3393,11554,10563,7628,5145,20583,15059,9503,4417,15246,11288,7015,3426,10718,8104,5298,2868,9081,4611,7345,5123,3003,
所得税费用(万元),3266,1722,913,753,1029,1710,750,714,2731,1546,702,568,1549,1382,939,773,2899,2043,1208,659,2186,1527,890,520,1565,1154,733,430,1063,496,833,524,-21,
