报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
营业总收入(万元),68425,376225,223541,137760,50007,230524,151970,86293,28096,156462,88773,54415,11705,101843,55378,31297,6825,77651,39783,21736,3640,78201,38258,65376,57705,
营业收入(万元),68425,376225,223541,137760,50007,230524,151970,86293,28096,156462,88773,54415,11705,101843,55378,31297,6825,77651,39783,21736,3640,78201,38258,65376,57705,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),62555,337966,193173,117753,46276,206424,134963,77345,27763,140608,82341,51634,13263,89952,50815,29623,9020,65652,35686,20245,5703,63371,33243,49283,43740,
营业成本(万元),53034,277083,155779,95156,34555,166795,109662,61212,20296,113544,64891,39726,8435,71951,38290,21389,4757,52882,26888,14733,2525,51509,25359,42124,38301,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),2345,11674,6424,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),271,1680,1332,1061,448,937,655,453,178,615,349,510,215,2448,1486,1027,326,2082,1113,595,96,1626,831,1749,1361,
销售费用(万元),1509,8132,5375,3492,1762,6078,4322,3015,1472,4975,3337,2248,1056,4250,2801,1550,712,3286,2480,1703,687,2539,1861,1601,1062,
管理费用(万元),5300,24140,16287,14459,6409,23548,14950,9498,4498,17474,10629,6660,3289,12686,8748,5951,3601,10229,6860,4959,2727,7642,4722,4680,2933,
财务费用(万元),1385,10281,6810,3856,1824,7625,5998,4201,1630,2431,1984,1359,272,-2813,-957,-753,-227,-2530,-663,-1114,134,-920,-209,-500,-319,
资产减值损失(万元),-1288,4976,1166,-271,1278,1441,-624,-1034,-310,1569,1151,1131,-4,1430,447,460,-148,-298,-991,-630,-465,976,679,-370,403,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),524,5016,2422,1492,645,3066,1716,1181,592,2564,1320,854,341,-61,-62,-62,--,-25,-27,-27,--,2,--,-4,--,
对联营企业和合营企业的投资收益(万元),524,4458,2398,1476,637,3295,1691,1138,551,2506,1320,854,341,-61,-62,--,--,-25,-27,-27,--,2,--,-4,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7192,45706,33273,21481,4437,28154,18723,10129,925,18418,7752,3635,-1217,11830,4500,1612,-2195,11975,4070,1464,-2063,14831,5016,16090,13965,
营业外收入(万元),57,135,455,240,21,31,465,318,61,359,242,197,69,391,54,26,2,543,411,127,7,1191,1054,454,627,
营业外支出(万元),49,259,170,93,57,759,652,242,71,337,203,151,29,31,30,30,0,5,0,0,--,104,100,111,21,
非流动资产处置损失(万元),--,--,--,--,--,--,464,64,59,109,81,80,9,1,0,1,0,--,--,--,--,68,68,7,1,
利润总额(万元),7200,45582,33558,21628,4402,27426,18537,10206,914,18441,7791,3681,-1177,12190,4524,1608,-2193,12514,4482,1591,-2056,15918,5969,16433,14570,
所得税费用(万元),1301,5902,4273,2701,327,3398,2321,1438,157,2052,380,23,70,1541,162,55,8,968,147,-148,39,2230,871,2248,2082,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),5899,39680,29286,18927,4075,24028,16215,8768,758,16389,7411,3659,-1248,10649,4361,1553,-2201,11545,4335,1739,-2095,13688,5098,14185,12488,
归属于母公司所有者的净利润(万元),5468,32462,24136,15186,3094,19195,12942,6602,334,15648,7529,3733,-1182,10639,4392,1551,-2169,11555,4465,1842,-2061,13968,5183,14306,12451,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),431,7218,5149,3741,980,4834,3273,2166,423,741,-118,-74,-66,11,-30,3,-32,-10,-131,-102,-34,-280,-85,-121,37,
基本每股收益,0.08,0.5,0.37,0.23,0.05,0.3,0.2,0.1,0.01,0.48,0.23,0.12,-0.07,0.66,0.27,0.1,-0.13,0.95,0.37,0.15,-0.17,1.15,0.43,1.18,1.2,
稀释每股收益,0.08,0.48,0.37,0.23,0.05,0.3,0.2,0.1,0.01,0.47,0.23,0.12,-0.07,0.66,0.27,0.1,-0.13,0.95,--,0.15,-0.17,1.15,--,1.18,1.2,
