报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),111162,73703,140711,102321,132940,103211,85418,75950,
营业收入(万元),111162,73703,140711,102321,132940,103211,85418,75950,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),104886,69686,131018,94776,123879,95301,79504,68895,
营业成本(万元),91839,59984,112386,82366,109273,83528,71108,60449,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),690,484,644,415,466,497,311,525,
销售费用(万元),2191,1765,3428,1808,2248,1895,1178,1004,
管理费用(万元),8499,6422,13280,8978,10572,8339,5991,6235,
财务费用(万元),800,422,685,627,951,485,527,428,
资产减值损失(万元),867,609,595,583,368,557,389,253,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,19,19,--,11,1,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),6276,4017,9711,7564,9061,7921,5915,7056,
营业外收入(万元),525,519,630,362,102,68,17,120,
营业外支出(万元),42,33,146,114,46,110,25,241,
非流动资产处置损失(万元),34,33,146,114,46,102,25,241,
利润总额(万元),6759,4503,10195,7812,9117,7880,5907,6934,
所得税费用(万元),975,727,1130,1326,1024,1052,782,890,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),5784,3776,9065,6486,8093,6827,5125,6044,
归属于母公司所有者的净利润(万元),5784,3776,9065,6486,8093,6827,5125,6044,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.55,0.36,0.86,0.62,0.77,0.65,0.49,0.58,
稀释每股收益,0.55,--,--,0.62,--,--,--,--,
