报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
营业总收入(万元),128881,83334,58429,24061,102079,64199,41267,17117,76564,49181,33148,13028,63798,39747,25848,9161,68722,42398,27381,9054,53828,32011,20681,6531,38140,25470,15897,5695,30963,20255,13754,5182,24622,15837,10240,17852,12686,14004,10146,
营业收入(万元),128881,83334,58429,24061,102079,64199,41267,17117,76564,49181,33148,13028,63798,39747,25848,9161,68722,42398,27381,9054,53828,32011,20681,6531,38140,25470,15897,5695,30963,20255,13754,5182,24622,15837,10240,17852,12686,14004,10146,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业总成本(万元),122041,77084,53141,22616,96579,61484,40272,17764,78781,50685,33325,14296,67575,40443,26014,10335,59340,37020,23709,8498,43428,26861,17183,5653,31041,20926,12971,4880,24855,16614,11207,4441,20301,13232,8415,14929,10309,11709,8847,
营业成本(万元),61409,41180,29238,12266,50216,33034,21989,9864,42627,29201,19767,7759,37965,23726,15400,5383,33998,20677,13248,4372,26613,15739,10197,3015,19543,13260,8163,2949,16858,11252,7722,2902,14417,9323,6011,10395,7250,8531,7067,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
研发费用(万元),14361,9146,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业税金及附加(万元),1393,968,683,347,1049,522,416,186,768,370,280,198,418,206,156,68,643,421,259,106,543,272,181,99,387,272,188,75,268,167,100,32,167,88,66,132,85,103,50,
销售费用(万元),21734,13243,8444,3506,17423,11736,7288,3100,14790,8860,5987,2888,12894,8021,5352,2701,14140,9415,6357,2309,9499,6418,4005,1446,7526,4888,2997,1017,4214,2858,1778,810,2199,1458,855,1436,941,978,561,
管理费用(万元),17154,11162,13365,5607,25590,15992,10433,4537,19264,12534,7694,3490,13039,8422,5120,2332,10307,6667,3925,1852,7075,4944,3107,1266,4578,3329,2226,1105,4269,2767,1799,685,3406,2272,1406,2828,1923,1949,1133,
财务费用(万元),673,393,373,234,217,61,61,-51,-317,-168,-119,-97,-711,-467,-419,-179,-852,-673,-573,-234,-988,-804,-541,-264,-1253,-968,-685,-316,-1092,-799,-475,-111,-12,25,10,59,38,51,18,
资产减值损失(万元),5316,993,1038,655,2084,139,84,129,1649,-112,-285,59,3970,536,405,30,1104,514,493,93,686,292,235,90,260,145,82,51,339,369,282,123,123,67,67,78,72,98,19,
公允价值变动收益(万元),-422,-408,-326,-252,-108,-70,-22,196,-200,-126,-104,-120,-242,-350,-120,1098,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
投资收益(万元),2954,1834,610,262,1268,868,536,370,1518,1498,942,501,1275,906,449,--,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
对联营企业和合营企业的投资收益(万元),245,-539,-321,-95,-274,-461,-306,-154,-279,--,--,--,-65,--,--,--,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
汇兑收益(万元),--,--,--,--,-65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
营业利润(万元),16123,11065,7600,1928,10137,4619,2381,-81,-899,-132,662,-887,-2744,-140,163,-76,9380,5378,3671,556,10400,5150,3499,878,7099,4544,2927,815,6108,3641,2547,741,4322,2604,1825,2924,2377,2295,1298,
营业外收入(万元),338,95,70,188,896,1297,630,211,2928,1740,957,171,3055,1906,1103,442,3140,2316,1462,625,2067,2674,2195,337,1339,796,506,270,1380,452,206,202,1019,752,466,662,447,473,289,
营业外支出(万元),279,92,42,7,249,205,95,9,181,72,59,14,206,117,39,1,187,117,18,3,100,37,12,0,23,5,2,0,11,11,11,6,2,2,2,2,2,4,3,
