报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
营业总收入(万元),28854,18626,9714,40149,30685,22361,11514,38561,29578,29715,30656,
营业收入(万元),28854,18626,9714,40149,30685,22361,11514,38561,29578,29715,30656,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),20875,13429,6796,29733,21596,15469,8013,29842,26355,26987,25805,
营业成本(万元),16391,10623,5513,24399,17600,12500,6656,24302,21035,21126,20406,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),356,224,133,514,304,216,87,372,273,190,182,
销售费用(万元),1539,945,453,2224,1574,1107,480,2097,1645,1546,1641,
管理费用(万元),2111,1326,572,2623,1948,1480,601,2656,2244,2673,2119,
财务费用(万元),426,176,91,-5,108,102,154,337,1030,1351,949,
资产减值损失(万元),53,134,33,-21,63,64,35,79,128,101,508,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),2,--,--,15,15,--,--,66,64,93,11,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),7980,5197,2918,10431,9103,6892,3501,8785,3287,2820,4862,
营业外收入(万元),398,261,213,793,595,471,146,652,435,1099,201,
营业外支出(万元),30,0,--,400,229,223,2,256,60,54,33,
非流动资产处置损失(万元),--,--,--,389,221,221,--,246,5,--,--,
利润总额(万元),8348,5458,3131,10824,9469,7139,3645,9181,3661,3866,5029,
所得税费用(万元),1180,783,480,1588,1505,1102,556,1370,517,569,705,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),7168,4676,2652,9236,7964,6037,3089,7810,3145,3297,4324,
归属于母公司所有者的净利润(万元),7168,4676,2652,9236,7964,6037,3089,7810,3145,3297,4324,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,
基本每股收益,0.69,0.49,0.29,1.03,0.88,0.67,0.34,0.87,0.35,0.37,0.48,
稀释每股收益,0.69,0.49,0.29,1.03,0.88,0.67,0.34,0.87,0.35,0.37,0.48,
