报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
营业总收入(万元),17479,12858,26389,16364,13055,25747,23477,22397,
营业收入(万元),17479,12858,26389,16364,13055,25747,23477,22397,
利息收入(万元),--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,
营业总成本(万元),14164,9906,20638,13096,9349,20846,18266,20475,
营业成本(万元),8209,5975,11133,6977,5514,11007,9162,10348,
利息支出(万元),--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,
营业税金及附加(万元),92,51,179,89,38,106,124,154,
销售费用(万元),2027,1214,4102,2554,1618,3982,4067,4314,
管理费用(万元),3660,2445,5299,3523,2267,5516,5076,4984,
财务费用(万元),-43,-42,-162,-97,-83,-129,-100,-74,
资产减值损失(万元),218,264,85,51,-6,362,-61,750,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,
营业利润(万元),3387,2990,5751,3268,3706,4901,5211,1921,
营业外收入(万元),693,517,352,308,209,462,231,730,
营业外支出(万元),12,10,25,15,2,58,97,145,
非流动资产处置损失(万元),3,--,--,1,--,5,5,--,
利润总额(万元),4068,3498,6078,3561,3913,5305,5346,2506,
所得税费用(万元),533,540,709,594,604,636,676,343,
未确认投资损失(万元),--,--,--,--,--,--,--,--,
净利润(万元),3535,2958,5369,2966,3309,4669,4670,2163,
归属于母公司所有者的净利润(万元),3535,2958,5369,2966,3309,4669,4670,2163,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,3743,1739,
少数股东损益(万元),--,--,--,--,--,--,--,--,
基本每股收益,0.33,0.27,0.5,0.27,0.31,0.47,0.48,0.22,
稀释每股收益,0.33,0.27,0.5,0.27,0.31,0.47,0.48,0.22,
