报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,
营业总收入(万元),1220387,819568,437486,1903226,1409252,856032,471057,2051298,1502788,884302,488031,1871441,1413924,830254,455499,1747211,1314531,763140,424064,1591466,1199713,724596,403116,1424772,1106214,689253,417698,1349289,1048694,637281,382427,1131054,884060,516821,290119,1075248,790071,483318,287312,824246,718802,466756,226974,613942,400445,260530,114935,451708,338613,194188,96768,
营业收入(万元),1220387,819568,437486,1903226,1409252,856032,471057,2051298,1502788,884302,488031,1871441,1413924,830254,455499,1747211,1314531,763140,424064,1591466,1199713,724596,403116,1424772,1106214,689253,417698,1349289,1048694,637281,382427,1131054,884060,516821,290119,1075248,790071,483318,287312,824246,718802,466756,226974,613942,400445,260530,114935,451708,338613,194188,96768,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),1274339,817261,427975,1864600,1388271,845923,463969,2015604,1477781,875971,481579,1842966,1393003,821199,448341,1708502,1291043,751470,415481,1555261,1181770,713069,394860,1394616,1084735,676327,407981,1322028,1028770,625662,374027,1109523,868646,508539,284687,1049456,779096,477882,282817,811902,706014,458629,223401,605402,395013,258662,114838,448007,336039,191766,96449,
营业成本(万元),1176747,751810,395505,1722822,1284836,776945,429926,1885556,1381152,811644,448407,1712577,1299002,759339,416492,1587230,1205468,701033,389556,1432068,1093650,653793,365582,1263671,992099,615344,375411,1207636,947859,574289,350483,1028555,814308,474554,268507,976750,726096,443426,265514,756710,666411,432960,210739,554564,355661,232124,100746,394631,297668,167918,84580,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),1905,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),2553,1846,866,5483,3657,2570,1393,6494,3280,2384,1236,12828,11040,6891,5935,22052,13427,2113,942,7868,2928,1871,979,6260,3225,1982,1033,4125,2880,1888,969,2805,1616,900,441,4504,1679,1046,545,1974,1418,971,470,1537,1017,640,102,616,492,336,158,
销售费用(万元),37222,23561,11714,58086,41949,28182,14217,54181,40376,26935,14252,51793,36840,23756,10966,46367,34887,23725,11936,63354,34534,23912,12674,79392,45118,31549,16566,71107,42187,26513,11654,48174,24436,14790,7145,41827,23283,14735,7617,25978,11632,7483,3897,24477,12057,8685,4492,27023,19158,11890,6090,
管理费用(万元),27126,18915,10060,37748,28473,19213,9662,33242,27010,18481,9534,34134,25492,15797,7382,25971,19780,13078,6593,25265,31344,21310,10723,24688,30452,20328,10781,22466,24893,15622,7490,17151,19393,12620,5904,15084,19881,13328,6874,15046,18240,11839,5753,13254,17698,11800,6995,15872,12032,7682,3675,
财务费用(万元),27475,20210,9799,39236,29535,19117,8553,35052,25420,16094,8158,29963,20716,15355,7565,27086,17644,11704,6437,25774,18772,11639,4905,20880,15187,8468,4189,16536,10824,7224,3428,12380,8715,5495,2691,11255,8054,5318,2265,11436,8217,5300,2560,11410,8683,5353,2647,9729,6688,3748,1945,
资产减值损失(万元),1311,920,29,1224,-179,-103,220,1079,543,433,-8,1670,-86,61,1,-204,-163,-183,18,932,543,543,-2,-275,-1346,-1343,-0,158,126,126,3,457,177,181,-0,36,103,30,2,758,96,75,-19,160,-103,59,-145,135,--,192,--,
公允价值变动收益(万元),--,--,--,-12,-12,2,1,4,3,0,-11,-20,24,23,12,20,-13,-13,--,3,-13,-13,--,13,1,1,--,-8,-7,-7,--,4,-9,-12,--,50,27,9,1,-71,-36,-28,-11,18,23,23,0,--,--,0,--,
