报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),75673,40551,20157,94495,63964,51207,25127,84336,53751,84007,44140,99648,94022,82313,
营业收入(万元),75673,40551,20157,94495,63964,51207,25127,84336,53751,84007,44140,99648,94022,82313,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),75167,39517,19682,86878,59656,46776,21722,79148,49722,81095,41367,93912,87968,74799,
营业成本(万元),58902,30279,16015,68162,46842,36957,18161,62613,40175,64834,33613,75756,71838,61578,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),764,584,85,524,287,194,155,429,382,550,279,402,530,374,
销售费用(万元),5467,3329,1245,8332,5821,4568,1387,7026,4273,6466,3182,7705,6348,4838,
管理费用(万元),7578,4080,2083,8626,5907,3726,1735,7866,5147,7484,3442,7117,7418,6343,
财务费用(万元),2187,1221,372,-1528,-343,-300,283,-263,2,787,240,1372,1001,736,
资产减值损失(万元),268,26,-118,2762,1142,1630,--,1477,-258,974,610,1559,832,929,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),-47,-109,-27,-243,-32,-20,--,-68,-29,11,-3,--,--,2,
对联营企业和合营企业的投资收益(万元),-97,-109,-27,-243,-32,-20,--,-68,-29,11,-3,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),526,976,448,7373,4277,4411,3405,5120,4001,2923,2770,5736,6054,7517,
营业外收入(万元),653,481,102,731,520,168,57,640,464,690,243,864,1319,521,
营业外支出(万元),144,76,8,815,787,241,0,67,28,53,1,62,46,59,
非流动资产处置损失(万元),29,1,--,30,8,9,--,29,27,7,0,19,6,9,
利润总额(万元),1035,1381,542,7290,4010,4338,3462,5693,4437,3560,3012,6538,7327,7978,
所得税费用(万元),333,311,82,1277,702,675,545,669,709,425,379,766,816,1022,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),702,1071,460,6013,3308,3663,2916,5024,3728,3134,2632,5773,6512,6956,
归属于母公司所有者的净利润(万元),702,1071,460,6013,3308,3663,2916,5024,3728,3134,2632,5773,6512,6957,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-3,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-1,
基本每股收益,0.04,0.07,0.03,0.48,0.26,0.29,0.23,0.4,0.1,0.25,0.21,0.46,0.52,0.56,
稀释每股收益,0.04,0.07,0.03,0.48,0.26,0.29,0.23,0.4,0.09,0.25,0.21,0.46,0.52,0.56,
