报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
营业总收入(万元),2111547,1223180,955426,333597,1377370,649326,496768,121714,1945225,1395567,842152,472523,1261756,839256,594516,276991,1175857,757640,434315,321238,1038192,607212,501463,89244,641112,191071,64856,49262,356537,97002,85527,76957,621808,191819,87665,46053,283361,182268,19919,10650,232591,226908,130108,8212,263066,171377,13664,6815,134994,94321,
营业收入(万元),2111547,1223180,955426,333597,1377370,649326,496768,121714,1945225,1395567,842152,472523,1261756,839256,594516,276991,1175857,757640,434315,321238,1038192,607212,501463,89244,641112,191071,64856,49262,356537,97002,85527,76957,621808,191819,87665,46053,283361,182268,19919,10650,232591,226908,130108,8212,263066,171377,13664,6815,134994,94321,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
营业总成本(万元),1677382,967125,778113,269180,1144491,511530,360594,99970,1666789,1204575,713290,390496,1055200,697597,502530,218900,1059730,677346,370519,272622,866514,465033,369272,71224,472089,141968,52327,35640,251820,73579,59885,44512,427885,133834,56101,28271,199043,133814,16722,7323,154074,146830,86617,6030,193188,123222,14125,6298,106092,80610,
营业成本(万元),1356785,832400,690764,232852,958641,371907,285382,75904,1457976,1012821,591374,328221,854567,594183,433381,177051,911341,574500,303565,225061,722012,366581,313064,53918,352108,94106,29169,21239,159143,46138,40550,34028,343076,105337,42750,20353,164885,110949,9919,4307,127264,125676,75780,4524,148985,91803,7081,3985,89419,70373,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
营业税金及附加(万元),112454,58885,28233,7921,113414,82449,39142,10388,142789,140577,93697,51788,129174,64501,41948,29781,93926,66968,44577,38289,101546,73738,62713,8364,80004,28076,10130,7841,57020,11407,9064,6263,51786,15508,5922,2912,18107,11780,1480,836,13688,13149,6651,548,32034,22217,997,518,10592,6199,
销售费用(万元),30657,10524,5800,3031,15382,9541,7152,4461,16245,12065,6801,2762,12012,8401,4865,2378,11717,8328,5971,2633,11320,7696,4835,2090,8180,5654,3545,1443,6953,3847,2032,1115,4917,3819,2112,1386,2639,1771,1104,532,3780,2465,1467,493,2489,1984,1473,648,2575,1477,
管理费用(万元),30979,20386,13078,6251,23934,17573,10547,5745,29576,21078,11823,4891,25786,14930,10089,3972,23334,12502,8369,3968,24214,13711,8952,4803,19606,11061,7270,3726,20328,10827,7124,3753,14068,6362,4348,2365,9201,5749,3252,1578,8814,4822,3094,1458,4978,3622,2248,1225,3826,3028,
财务费用(万元),65710,45736,29622,14071,21066,16835,9341,4618,11410,12003,5730,2652,16794,12784,9503,5161,20091,14471,8155,3008,5142,2928,-20910,1719,11217,2609,2043,812,9222,2074,1840,689,14310,2391,971,298,1153,737,416,112,2177,1851,1326,-38,2923,2082,1257,-125,-458,-154,
资产减值损失(万元),80796,-806,10616,5054,12054,13226,9031,-1146,8792,6030,3865,182,16867,2799,2744,557,-679,578,-118,-337,2280,378,618,330,975,462,171,578,-846,-714,-725,-1336,-273,416,-1,956,3057,2827,551,-41,-1649,-1133,-1702,-954,1766,1513,1070,47,125,-314,
公允价值变动收益(万元),--,--,--,--,3082,3082,-283,4333,-3082,1791,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,-0,
投资收益(万元),-10543,-21591,-6162,3832,58192,40106,32099,28042,7650,4010,2,--,87,12,12,7,78,40,22,14,27753,24194,1003,--,14,48,48,--,408,359,153,42,27,--,--,0,--,--,0,--,148,156,138,3,-14,-49,-51,-31,-13,11,
对联营企业和合营企业的投资收益(万元),-2335,-22792,-10949,--,7023,293,384,1206,-2663,-457,-31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,109,-7,134,-30,-28,-64,-65,-45,3,14,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
营业利润(万元),424615,235597,171854,68322,294486,180983,167990,54119,283004,196793,128863,82027,206643,141671,91998,58098,116206,80335,63818,48630,199431,166373,133194,18021,169037,49151,12577,13623,105125,23782,25795,32488,193951,57986,31564,17782,84318,48454,3197,3327,78665,80235,43629,2184,69878,48106,-512,486,28902,13722,
营业外收入(万元),1052,503,188,1,503,545,444,18,1112,707,202,133,2907,2081,1223,954,2245,760,587,44,1413,1144,978,2012,543,167,162,119,1343,764,745,3,2112,2091,2010,2000,10,3,0,0,3362,945,900,100,2069,367,353,2,1723,834,
营业外支出(万元),1518,1443,1322,685,2331,339,113,105,2538,1585,1108,626,2385,1940,1563,416,2323,1766,1381,427,3781,2877,2570,152,1057,706,501,255,1101,765,529,498,1776,630,334,280,747,638,371,132,985,943,809,125,557,356,84,30,203,98,
非流动资产处置损失(万元),--,--,--,--,--,3,3,3,31,64,64,--,7,2,2,--,17,15,14,13,86,70,56,47,21,15,15,3,11,2,2,0,18,13,14,13,71,70,70,--,12,2,2,0,19,12,--,0,20,40,
利润总额(万元),424149,234656,170719,67637,292658,181190,168320,54032,281577,195915,127957,81534,207164,141812,91658,58636,116128,79329,63024,48248,197063,164640,131602,19880,168522,48612,12238,13486,105367,23782,26010,31993,194286,59446,33240,19502,83580,47819,2826,3195,81042,80237,43721,2158,71390,48117,-243,458,30422,14458,
所得税费用(万元),108928,64393,46937,18672,61663,50969,47519,15799,84479,62165,41779,21895,56779,40640,25961,16367,35527,23128,18864,12899,51435,39450,33680,5621,44233,12248,4224,3473,27078,6435,7150,7720,51057,15151,7981,1062,20764,12237,661,891,20822,20120,10976,952,25905,18066,-61,279,10083,5001,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,0,0,--,0,0,0,
净利润(万元),315221,170263,123782,48965,230995,130221,120801,38233,197099,133750,86178,59639,150386,101172,65697,42269,80601,56201,44160,35348,145628,125190,97922,14259,124289,36364,8014,10013,78289,17347,18861,24272,143229,44296,25259,18441,62816,35582,2164,2304,60220,60117,32745,1207,45484,30051,-183,179,20339,9457,
归属于母公司所有者的净利润(万元),121702,70711,58029,34435,171141,110193,92042,43050,139881,101628,67422,38358,100286,68481,51830,28881,82904,56925,45045,36657,141012,119171,93211,14840,126597,36938,8513,10233,78399,12858,14977,19633,96621,44712,25029,18923,64367,37175,2748,2600,60427,60192,32838,1221,45600,30066,-182,208,20358,9462,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,0,0,
少数股东损益(万元),193520,99552,65753,14529,59853,20028,28760,-4817,57218,32122,18756,21281,50099,32691,13867,13388,-2304,-725,-885,-1308,4615,6019,4711,-580,-2308,-574,-500,-220,-110,4489,3884,4639,46609,-417,230,-482,-1551,-1593,-583,-297,-207,-75,-93,-14,-116,-15,-0,-29,-19,-5,
基本每股收益,0.39,0.23,0.19,0.11,0.55,0.35,0.3,0.14,0.46,0.34,0.23,0.14,0.37,0.25,0.19,0.21,0.61,0.42,0.33,0.27,1.04,0.88,0.69,0.11,0.94,0.27,0.06,0.08,0.58,0.1,0.11,0.15,0.71,0.33,0.19,0.14,0.48,0.27,0.02,0.03,0.61,0.62,0.7,0.03,1.01,0.34,-0,0,0.48,1.58,
稀释每股收益,0.39,0.23,0.19,0.11,0.55,0.35,0.3,0.14,0.46,0.34,0.23,0.14,0.37,0.25,0.19,0.21,0.61,0.42,0.33,0.27,1.04,0.88,0.69,0.11,0.94,0.27,0.06,0.08,0.58,0.1,0.11,0.15,0.71,0.33,0.19,0.14,0.48,0.27,0.02,0.03,0.61,0.62,0.7,0.03,1.01,0.34,-0,0,0.48,1.58,
